Sample index,Actual category,Classification result
147,usa,usa
148,canada,usa
149,japan,japan
150,usa,uk
151,usa,uk
152,uk,uk
153,usa,usa
154,usa,usa
155,usa,usa
156,usa,usa
157,uk,uk
158,canada,canada
159,usa,usa
160,usa,usa
161,uk,uk
162,usa,usa
163,usa,usa
164,usa,usa
165,usa,japan
166,usa,usa
167,usa,usa
168,usa,usa
169,usa,usa
170,usa,usa
171,usa,usa
172,usa,usa
173,usa,usa
174,uk,uk
175,usa,usa
176,france,usa
177,west-germany,west-germany
178,usa,usa
179,usa,usa
180,usa,usa
181,usa,usa
182,usa,usa
183,canada,usa
184,usa,usa
185,usa,usa
186,usa,usa
187,usa,usa
188,usa,usa
189,usa,usa
190,usa,usa
191,usa,usa
192,usa,usa
193,usa,uk
194,usa,usa
195,usa,usa
196,usa,usa
197,usa,usa
198,usa,usa
199,usa,usa
200,usa,usa
201,usa,usa
202,uk,uk
203,uk,uk
204,usa,usa
205,usa,usa
206,usa,usa
207,usa,usa
208,usa,usa
209,usa,usa
210,canada,usa
211,usa,usa
212,usa,usa
213,usa,france
214,usa,usa
215,usa,usa
216,usa,usa
217,usa,usa
218,france,france
219,usa,usa
220,usa,usa
221,west-germany,usa
222,usa,usa
223,usa,usa
224,usa,usa
225,usa,usa
226,usa,usa
227,usa,usa
228,france,france
229,uk,uk
230,usa,usa
231,usa,usa
232,usa,usa
233,usa,usa
234,uk,uk
235,usa,usa
236,uk,uk
237,usa,usa
238,usa,usa
239,usa,usa
240,usa,usa
241,usa,usa
242,usa,usa
243,usa,usa
244,uk,uk
245,usa,usa
246,usa,usa
247,west-germany,usa
248,canada,usa
249,usa,usa
250,west-germany,west-germany
251,usa,usa
252,usa,usa
253,usa,usa
254,japan,japan
255,canada,usa
256,usa,usa
257,usa,usa
258,canada,canada
259,usa,usa
260,uk,usa
261,west-germany,usa
262,usa,usa
263,usa,usa
264,usa,usa
265,usa,usa
266,usa,usa
267,usa,usa
268,usa,usa
269,usa,usa
270,usa,usa
271,usa,usa
272,usa,usa
273,usa,usa
274,japan,japan
275,usa,usa
276,usa,usa
277,usa,usa
278,usa,usa
279,usa,usa
280,usa,usa
281,usa,usa
282,usa,usa
283,usa,usa
284,usa,usa
285,usa,west-germany
286,usa,usa
287,usa,usa
288,usa,usa
289,usa,usa
290,usa,usa
291,canada,canada
292,usa,usa
293,usa,usa
294,uk,uk
295,uk,uk
296,usa,usa
297,usa,usa
298,usa,usa
299,usa,usa
300,usa,usa
301,usa,usa
302,usa,canada
303,usa,usa
304,usa,usa
305,usa,usa
306,usa,usa
307,usa,usa
308,usa,usa
309,usa,usa
310,japan,usa
311,usa,uk
312,usa,usa
313,canada,usa
314,usa,usa
315,usa,usa
316,usa,usa
317,usa,west-germany
318,france,france
319,uk,uk
320,usa,usa
321,uk,uk
322,canada,usa
323,usa,usa
324,usa,usa
325,usa,usa
326,usa,uk
327,usa,usa
328,usa,usa
329,usa,usa
330,canada,canada
331,usa,usa
332,usa,usa
333,usa,usa
334,canada,canada
335,usa,usa
336,usa,uk
337,usa,usa
338,usa,uk
339,usa,usa
340,usa,usa
341,usa,usa
342,canada,usa
343,usa,usa
344,usa,usa
345,usa,usa
346,usa,usa
347,usa,usa
348,usa,usa
349,uk,uk
350,usa,usa
351,usa,usa
352,usa,usa
353,usa,usa
354,usa,usa
355,canada,usa
356,usa,usa
357,usa,usa
358,uk,uk
359,usa,usa
360,usa,usa
361,japan,japan
362,usa,usa
363,usa,usa
364,uk,uk
365,usa,usa
366,usa,usa
367,usa,usa
368,usa,usa
369,canada,usa
370,uk,uk
371,usa,usa
372,usa,usa
373,usa,usa
374,usa,usa
375,usa,usa
376,usa,usa
377,canada,canada
378,usa,usa
379,usa,usa
380,usa,usa
381,usa,usa
382,usa,usa
383,usa,uk
384,usa,usa
385,usa,usa
386,usa,usa
387,usa,usa
388,usa,usa
389,usa,usa
390,usa,usa
391,usa,usa
392,usa,usa
393,usa,usa
394,usa,usa
395,japan,japan
396,usa,usa
397,usa,usa
398,uk,france
399,usa,usa
400,usa,usa
401,france,france
402,canada,usa
403,usa,usa
404,usa,usa
405,usa,usa
406,usa,usa
407,usa,usa
408,canada,usa
409,usa,usa
410,west-germany,west-germany
411,usa,usa
412,usa,uk
413,usa,usa
414,uk,uk
415,usa,usa
416,usa,usa
417,usa,usa
418,usa,usa
419,canada,canada
420,usa,usa
421,usa,usa
422,usa,usa
423,usa,usa
424,usa,usa
425,usa,usa
426,usa,usa
427,usa,usa
428,usa,usa
429,usa,usa
430,usa,usa
431,usa,usa
432,usa,usa
433,usa,usa
434,usa,usa
435,usa,usa
436,japan,japan
437,japan,japan
438,usa,usa
439,usa,usa
440,west-germany,usa
441,usa,usa
442,japan,japan
443,usa,usa
444,usa,usa
445,usa,usa
446,usa,usa
447,usa,usa
448,uk,uk
449,usa,usa
450,japan,japan
451,japan,japan
452,canada,usa
453,usa,usa
454,uk,uk
455,usa,usa
456,usa,canada
457,usa,west-germany
458,usa,usa
459,usa,usa
460,usa,usa
461,usa,usa
462,uk,uk
463,usa,usa
464,usa,usa
465,canada,usa
466,canada,usa
467,west-germany,usa
468,usa,usa
469,usa,usa
470,uk,uk
471,canada,usa
472,uk,uk
473,usa,usa
474,france,france
475,usa,usa
476,usa,usa
477,usa,usa
478,usa,usa
479,usa,usa
480,usa,usa
481,usa,usa
482,japan,japan
483,usa,usa
484,usa,usa
485,uk,uk
486,usa,usa
487,usa,usa
488,west-germany,usa
489,usa,usa
490,usa,usa
491,usa,usa
492,usa,usa
493,usa,usa
494,usa,usa
495,uk,usa
496,canada,canada
497,japan,uk
498,usa,usa
499,usa,usa
500,usa,usa
501,japan,japan
502,usa,usa
503,usa,usa
504,usa,usa
505,usa,usa
506,usa,usa
507,canada,usa
508,usa,usa
509,canada,uk
510,usa,usa
511,usa,usa
512,usa,usa
513,usa,usa
514,usa,usa
515,usa,usa
516,usa,usa
517,usa,usa
518,canada,usa
519,usa,usa
520,usa,usa
521,usa,usa
522,uk,uk
523,usa,west-germany
524,usa,usa
525,usa,usa
526,usa,canada
527,canada,usa
528,usa,usa
529,usa,usa
530,usa,usa
531,usa,usa
532,france,usa
533,usa,usa
534,uk,uk
535,usa,usa
536,usa,usa
537,usa,usa
538,usa,usa
539,japan,japan
540,usa,usa
541,japan,japan
542,usa,usa
543,usa,usa
544,usa,usa
545,france,france
546,usa,usa
547,usa,usa
548,usa,usa
549,usa,usa
550,canada,canada
551,canada,usa
552,usa,usa
553,usa,usa
554,usa,usa
555,usa,usa
556,usa,uk
557,usa,usa
558,canada,usa
559,japan,japan
560,usa,usa
561,usa,usa
562,usa,usa
563,usa,usa
564,usa,usa
565,japan,japan
566,usa,usa
567,usa,usa
568,france,france
569,usa,usa
570,usa,usa
571,uk,uk
572,canada,usa
573,usa,usa
574,usa,usa
575,usa,usa
576,usa,usa
577,usa,usa
578,usa,usa
579,usa,usa
580,usa,usa
581,canada,usa
582,usa,usa
583,usa,usa
584,usa,usa
585,canada,usa
586,usa,usa
587,japan,japan
588,usa,usa
589,usa,usa
590,usa,usa
591,usa,usa
592,france,france
593,usa,usa
594,usa,usa
595,usa,usa
596,japan,usa
597,usa,usa
598,usa,usa
599,usa,usa
600,canada,canada
601,usa,usa
602,canada,canada
603,usa,usa
604,usa,usa
605,usa,usa
606,usa,usa
607,usa,usa
608,usa,usa
609,usa,usa
610,france,france
611,canada,usa
612,usa,usa
613,usa,usa
614,usa,usa
615,usa,usa
616,canada,canada
617,usa,usa
618,uk,uk
619,usa,usa
620,usa,usa
621,usa,usa
622,usa,usa
623,usa,usa
624,usa,usa
625,uk,uk
626,usa,usa
627,usa,usa
628,uk,uk
629,uk,uk
630,usa,usa
631,uk,uk
632,usa,usa
633,usa,usa
634,usa,usa
635,usa,usa
636,usa,usa
637,usa,usa
638,usa,west-germany
639,usa,usa
640,usa,usa
641,usa,usa
642,usa,usa
643,usa,usa
644,usa,usa
645,usa,usa
646,usa,usa
647,usa,usa
648,usa,usa
649,usa,usa
650,usa,usa
651,usa,usa
652,usa,usa
653,usa,usa
654,usa,usa
655,japan,japan
656,usa,usa
657,usa,usa
658,usa,usa
659,canada,usa
660,usa,usa
661,usa,usa
662,usa,usa
663,usa,usa
664,usa,usa
665,usa,usa
666,japan,uk
667,usa,usa
668,usa,usa
669,west-germany,usa
670,usa,usa
671,usa,usa
672,usa,usa
673,usa,usa
674,usa,usa
675,usa,usa
676,usa,usa
677,usa,usa
678,usa,usa
679,usa,usa
680,uk,uk
681,usa,usa
682,usa,usa
683,usa,usa
684,uk,uk
685,usa,usa
686,uk,canada
687,west-germany,west-germany
688,usa,usa
689,usa,usa
690,usa,usa
691,usa,usa
692,canada,usa
693,usa,usa
694,usa,usa
695,canada,usa
696,usa,usa
697,usa,usa
698,west-germany,west-germany
699,usa,usa
700,usa,usa
701,usa,usa
702,uk,usa
703,japan,usa
704,usa,usa
705,usa,usa
706,usa,usa
707,france,usa
708,usa,usa
709,west-germany,west-germany
710,usa,usa
711,usa,usa
712,usa,usa
713,usa,usa
714,usa,japan
715,usa,usa
716,west-germany,usa
717,usa,usa
718,usa,usa
719,west-germany,usa
720,usa,usa
721,canada,usa
722,usa,uk
723,usa,usa
724,usa,usa
725,usa,usa
726,usa,usa
727,usa,usa
728,uk,usa
729,usa,usa
730,usa,usa
731,usa,usa
732,uk,uk
733,usa,usa
734,usa,usa
735,usa,usa
736,canada,usa
737,usa,usa
738,france,france
739,usa,usa
740,uk,uk
741,usa,usa
742,usa,usa
743,usa,usa
744,usa,usa
745,usa,usa
746,usa,usa
747,usa,usa
748,usa,usa
749,usa,usa
750,usa,usa
751,japan,japan
752,usa,usa
753,usa,usa
754,usa,usa
755,usa,usa
756,usa,usa
757,usa,usa
758,usa,usa
759,usa,usa
760,usa,usa
761,japan,japan
762,usa,usa
763,usa,usa
764,usa,usa
765,usa,usa
766,usa,usa
767,usa,usa
768,usa,usa
769,usa,usa
770,usa,uk
771,usa,usa
772,usa,usa
773,usa,usa
774,usa,usa
775,usa,usa
776,usa,usa
777,canada,usa
778,usa,usa
779,usa,usa
780,usa,usa
781,usa,usa
782,canada,canada
783,usa,usa
784,usa,usa
785,usa,usa
786,usa,usa
787,usa,usa
788,usa,usa
789,usa,usa
790,usa,usa
791,usa,usa
792,usa,usa
793,japan,japan
794,usa,usa
795,usa,usa
796,usa,usa
797,usa,usa
798,japan,japan
799,usa,usa
800,japan,japan
801,usa,usa
802,usa,usa
803,usa,usa
804,usa,usa
805,usa,usa
806,usa,usa
807,usa,usa
808,canada,canada
809,usa,usa
810,usa,usa
811,usa,usa
812,usa,usa
813,canada,usa
814,usa,usa
815,usa,usa
816,usa,usa
817,usa,usa
818,uk,uk
819,usa,usa
820,canada,usa
821,usa,usa
822,usa,canada
823,usa,usa
824,usa,usa
825,usa,usa
826,usa,usa
827,usa,usa
828,uk,uk
829,uk,japan
830,usa,usa
831,usa,usa
832,usa,usa
833,usa,usa
834,usa,usa
835,usa,usa
836,usa,usa
837,usa,usa
838,usa,usa
839,usa,usa
840,usa,usa
841,usa,uk
842,usa,usa
843,usa,usa
844,usa,usa
845,usa,usa
846,usa,usa
847,usa,usa
848,usa,usa
849,usa,usa
850,uk,uk
851,usa,usa
852,usa,usa
853,usa,usa
854,usa,usa
855,france,france
856,west-germany,uk
857,usa,usa
858,usa,usa
859,usa,usa
860,usa,usa
861,usa,usa
862,usa,japan
863,usa,usa
864,west-germany,west-germany
865,usa,usa
866,usa,usa
867,japan,usa
868,usa,usa
869,canada,canada
870,usa,usa
871,usa,usa
872,usa,usa
873,usa,usa
874,usa,usa
875,usa,usa
876,west-germany,west-germany
877,usa,usa
878,usa,usa
879,usa,usa
880,usa,usa
881,uk,uk
882,uk,uk
883,usa,usa
884,france,france
885,usa,usa
886,usa,canada
887,usa,usa
888,usa,usa
889,usa,usa
890,usa,usa
891,uk,uk
892,usa,usa
893,usa,usa
894,uk,uk
895,canada,usa
896,usa,usa
897,usa,usa
898,canada,canada
899,usa,usa
900,usa,usa
901,usa,canada
902,usa,usa
903,usa,usa
904,japan,japan
905,japan,japan
906,usa,usa
907,usa,usa
908,uk,uk
909,uk,uk
910,usa,usa
911,usa,usa
912,usa,usa
913,usa,usa
914,usa,usa
915,usa,usa
916,canada,canada
917,usa,usa
918,canada,canada
919,usa,usa
920,usa,usa
921,usa,usa
922,usa,usa
923,usa,usa
924,usa,usa
925,japan,usa
926,usa,usa
927,usa,usa
928,usa,usa
929,west-germany,usa
930,canada,canada
931,usa,usa
932,usa,usa
933,usa,usa
934,usa,uk
935,usa,usa
936,usa,usa
937,usa,usa
938,usa,usa
939,usa,usa
940,usa,usa
941,usa,usa
942,usa,west-germany
943,usa,usa
944,usa,usa
945,usa,usa
946,uk,usa
947,usa,usa
948,usa,usa
949,japan,japan
950,usa,usa
951,japan,japan
952,usa,usa
953,usa,usa
954,usa,usa
955,usa,usa
956,usa,usa
957,usa,usa
958,usa,usa
959,usa,usa
960,usa,usa
961,usa,usa
962,usa,usa
963,canada,canada
964,usa,usa
965,usa,usa
966,canada,usa
967,usa,usa
968,usa,usa
969,usa,usa
970,uk,uk
971,france,usa
972,japan,japan
973,uk,uk
974,usa,usa
975,usa,usa
976,usa,usa
977,usa,usa
978,japan,japan
979,uk,uk
980,usa,usa
981,usa,usa
982,usa,usa
983,france,france
984,usa,usa
985,usa,usa
986,usa,usa
987,usa,usa
988,uk,uk
989,france,usa
990,usa,usa
991,canada,usa
992,usa,usa
993,usa,usa
994,usa,usa
995,usa,usa
996,usa,usa
997,usa,usa
998,usa,usa
999,canada,usa
1000,usa,usa
1001,usa,usa
1002,usa,usa
1003,usa,usa
1004,usa,usa
1005,japan,japan
1006,usa,usa
1007,usa,usa
1008,uk,usa
1009,usa,usa
1010,usa,usa
1011,usa,usa
1012,usa,usa
1013,usa,usa
1014,usa,usa
1015,usa,usa
1016,canada,usa
1017,japan,japan
1018,usa,usa
1019,usa,usa
1020,usa,usa
1021,usa,usa
1022,usa,usa
1023,usa,usa
1024,usa,usa
1025,canada,usa
1026,usa,usa
1027,usa,usa
1028,canada,canada
1029,usa,usa
1030,usa,usa
1031,usa,usa
1032,usa,usa
1033,usa,usa
1034,usa,usa
1035,japan,japan
1036,usa,usa
1037,usa,usa
1038,usa,usa
1039,usa,usa
1040,usa,usa
1041,usa,japan
1042,japan,japan
1043,usa,usa
1044,usa,usa
1045,usa,usa
1046,usa,usa
1047,usa,usa
1048,usa,usa
1049,uk,uk
1050,usa,usa
1051,usa,usa
1052,usa,usa
1053,usa,usa
1054,japan,usa
1055,usa,usa
1056,usa,usa
1057,usa,usa
1058,usa,usa
1059,usa,usa
1060,usa,usa
1061,usa,usa
1062,usa,usa
1063,usa,usa
1064,usa,usa
1065,usa,usa
1066,usa,usa
1067,usa,usa
1068,usa,usa
1069,usa,usa
1070,usa,usa
1071,japan,usa
1072,usa,usa
1073,usa,usa
1074,usa,france
1075,usa,uk
1076,uk,uk
1077,usa,usa
1078,usa,usa
1079,canada,usa
1080,usa,usa
1081,usa,usa
1082,west-germany,usa
1083,usa,usa
1084,usa,usa
1085,canada,canada
1086,japan,usa
1087,usa,usa
1088,france,france
1089,usa,usa
1090,usa,usa
1091,usa,usa
1092,usa,usa
1093,usa,usa
1094,usa,usa
1095,usa,usa
1096,usa,usa
1097,usa,usa
1098,usa,usa
1099,usa,usa
1100,usa,usa
1101,usa,usa
1102,japan,japan
1103,usa,usa
1104,usa,usa
1105,usa,usa
1106,usa,usa
1107,usa,usa
1108,usa,usa
1109,japan,usa
1110,usa,usa
1111,usa,usa
1112,usa,usa
1113,usa,usa
1114,france,usa
1115,usa,usa
1116,usa,usa
1117,canada,usa
1118,usa,usa
1119,usa,usa
1120,canada,canada
1121,canada,usa
1122,usa,usa
1123,usa,usa
1124,usa,usa
1125,usa,usa
1126,usa,usa
1127,usa,usa
1128,usa,usa
1129,usa,usa
1130,usa,usa
1131,usa,usa
1132,usa,usa
1133,usa,usa
1134,usa,usa
1135,usa,usa
1136,usa,usa
1137,usa,usa
1138,usa,usa
1139,usa,usa
1140,usa,usa
1141,usa,usa
1142,usa,usa
1143,usa,usa
1144,west-germany,usa
1145,usa,west-germany
1146,usa,usa
1147,usa,usa
1148,usa,usa
1149,usa,usa
1150,usa,usa
1151,usa,usa
1152,usa,usa
1153,usa,usa
1154,usa,usa
1155,usa,usa
1156,uk,uk
1157,usa,usa
1158,uk,uk
1159,usa,usa
1160,usa,usa
1161,usa,usa
1162,canada,usa
1163,usa,usa
1164,usa,usa
1165,usa,usa
1166,usa,usa
1167,usa,usa
1168,usa,usa
1169,usa,usa
1170,usa,usa
1171,usa,usa
1172,usa,usa
1173,usa,usa
1174,uk,uk
1175,usa,usa
1176,canada,canada
1177,usa,usa
1178,usa,uk
1179,usa,usa
1180,usa,usa
1181,usa,usa
1182,usa,usa
1183,usa,usa
1184,usa,usa
1185,usa,usa
1186,usa,usa
1187,usa,usa
1188,usa,usa
1189,usa,usa
1190,canada,usa
1191,uk,uk
1192,usa,usa
1193,usa,usa
1194,usa,usa
1195,usa,usa
1196,japan,japan
1197,usa,usa
1198,usa,usa
1199,uk,uk
1200,usa,usa
1201,uk,uk
1202,usa,usa
1203,usa,usa
1204,usa,usa
1205,usa,usa
1206,usa,usa
1207,usa,usa
1208,usa,usa
1209,usa,usa
1210,usa,usa
1211,usa,usa
1212,usa,usa
1213,usa,usa
1214,usa,usa
1215,usa,usa
1216,usa,usa
1217,usa,usa
1218,usa,usa
1219,usa,usa
1220,usa,usa
1221,usa,usa
1222,usa,usa
1223,usa,usa
1224,usa,usa
1225,usa,usa
1226,usa,usa
1227,usa,usa
1228,usa,usa
1229,usa,usa
1230,usa,usa
1231,usa,usa
1232,usa,usa
1233,uk,usa
1234,canada,usa
1235,japan,japan
1236,usa,usa
1237,usa,usa
1238,canada,usa
1239,usa,usa
1240,usa,usa
1241,usa,usa
1242,usa,usa
1243,usa,usa
1244,usa,usa
1245,japan,japan
1246,usa,usa
1247,usa,usa
1248,france,usa
1249,usa,usa
1250,usa,usa
1251,usa,usa
1252,uk,uk
1253,usa,usa
1254,usa,usa
1255,usa,uk
1256,usa,usa
1257,west-germany,usa
1258,france,usa
1259,usa,usa
1260,west-germany,usa
1261,usa,usa
1262,usa,usa
1263,usa,usa
1264,canada,canada
1265,japan,japan
1266,usa,usa
1267,usa,usa
1268,usa,usa
1269,west-germany,usa
1270,usa,usa
1271,usa,usa
1272,usa,usa
1273,uk,west-germany
1274,usa,usa
1275,uk,uk
1276,usa,usa
1277,usa,usa
1278,usa,usa
1279,usa,usa
1280,west-germany,west-germany
1281,usa,usa
1282,usa,usa
1283,usa,canada
1284,usa,usa
1285,usa,usa
1286,canada,canada
1287,usa,usa
1288,usa,usa
1289,usa,usa
1290,usa,canada
1291,usa,usa
1292,usa,usa
1293,usa,usa
1294,usa,usa
1295,usa,usa
1296,canada,usa
1297,usa,usa
1298,usa,usa
1299,west-germany,usa
1300,uk,france
1301,usa,usa
1302,usa,usa
1303,usa,usa
1304,usa,usa
1305,usa,usa
1306,usa,usa
1307,usa,usa
1308,usa,usa
1309,usa,usa
1310,usa,usa
1311,usa,usa
1312,uk,usa
1313,usa,usa
1314,usa,usa
1315,usa,usa
1316,japan,japan
1317,usa,usa
1318,uk,uk
1319,usa,usa
1320,uk,uk
1321,usa,usa
1322,usa,usa
1323,uk,uk
1324,usa,usa
1325,usa,usa
1326,usa,usa
1327,usa,japan
1328,usa,usa
1329,usa,usa
1330,usa,usa
1331,usa,usa
1332,usa,usa
1333,usa,usa
1334,usa,usa
1335,usa,usa
1336,usa,usa
1337,usa,usa
1338,usa,usa
1339,usa,usa
1340,usa,usa
1341,usa,usa
1342,usa,usa
1343,usa,usa
1344,usa,usa
1345,usa,usa
1346,uk,uk
1347,usa,usa
1348,uk,uk
1349,usa,usa
1350,usa,usa
1351,usa,usa
1352,canada,canada
1353,usa,usa
1354,usa,usa
1355,usa,usa
1356,usa,usa
1357,uk,usa
1358,usa,usa
1359,usa,usa
1360,usa,usa
1361,usa,usa
1362,usa,usa
1363,canada,canada
1364,usa,usa
1365,usa,usa
1366,uk,usa
1367,usa,usa
1368,usa,usa
1369,usa,usa
1370,usa,usa
1371,usa,usa
1372,usa,usa
1373,usa,usa
1374,usa,usa
1375,usa,usa
1376,canada,usa
1377,usa,usa
1378,usa,usa
1379,france,france
1380,usa,usa
1381,japan,japan
1382,usa,usa
1383,usa,usa
1384,usa,usa
1385,usa,usa
1386,usa,usa
1387,usa,usa
1388,usa,usa
1389,canada,usa
1390,usa,usa
1391,uk,uk
1392,usa,japan
1393,usa,usa
1394,canada,west-germany
1395,usa,usa
1396,usa,usa
1397,usa,usa
1398,usa,usa
1399,usa,usa
1400,usa,usa
1401,usa,usa
1402,usa,usa
1403,canada,usa
1404,usa,usa
1405,usa,usa
1406,canada,usa
1407,usa,usa
1408,usa,usa
1409,canada,usa
1410,usa,usa
1411,usa,usa
1412,usa,usa
1413,usa,usa
1414,usa,usa
1415,usa,usa
1416,usa,usa
1417,usa,usa
1418,usa,usa
1419,west-germany,usa
1420,usa,usa
1421,usa,usa
1422,canada,usa
1423,usa,usa
1424,west-germany,usa
1425,france,france
1426,canada,usa
1427,usa,usa
1428,usa,usa
1429,uk,uk
1430,usa,usa
1431,usa,usa
1432,uk,france
1433,usa,usa
1434,canada,usa
1435,usa,usa
1436,usa,usa
1437,usa,usa
1438,usa,usa
1439,usa,west-germany
1440,uk,uk
1441,usa,usa
1442,usa,usa
1443,usa,usa
1444,canada,usa
1445,usa,usa
1446,japan,usa
1447,usa,usa
1448,usa,usa
1449,uk,uk
1450,usa,usa
1451,france,uk
1452,usa,usa
1453,usa,usa
1454,usa,usa
1455,usa,usa
1456,canada,usa
1457,canada,canada
1458,japan,japan
1459,usa,usa
1460,usa,usa
1461,france,usa
1462,uk,uk
1463,usa,usa
1464,usa,usa
1465,usa,usa
1466,uk,usa
1467,usa,usa
1468,canada,usa
1469,usa,usa
1470,usa,usa
1471,uk,usa
1472,uk,usa
1473,canada,canada
1474,japan,usa
1475,uk,uk
1476,usa,usa
1477,west-germany,usa
1478,usa,usa
1479,usa,usa
1480,usa,usa
1481,usa,usa
1482,canada,usa
1483,usa,usa
1484,usa,usa
1485,usa,usa
1486,usa,usa
1487,usa,canada
1488,usa,usa
1489,uk,uk
1490,usa,usa
1491,usa,usa
1492,canada,canada
1493,usa,usa
1494,usa,usa
1495,usa,usa
1496,west-germany,west-germany
1497,usa,usa
1498,usa,usa
1499,usa,usa
1500,usa,usa
1501,usa,usa
1502,usa,usa
1503,canada,usa
1504,france,france
1505,usa,usa
1506,usa,usa
1507,usa,usa
1508,usa,usa
1509,usa,usa
1510,uk,usa
1511,usa,usa
1512,usa,usa
1513,usa,usa
1514,usa,usa
1515,usa,usa
1516,usa,usa
1517,usa,usa
1518,usa,usa
1519,usa,usa
1520,uk,usa
1521,usa,usa
1522,usa,usa
1523,usa,usa
1524,usa,usa
1525,japan,usa
1526,france,uk
1527,usa,usa
1528,usa,usa
1529,usa,usa
1530,canada,usa
1531,usa,usa
1532,usa,usa
1533,usa,usa
1534,usa,usa
1535,usa,usa
1536,usa,usa
1537,usa,usa
1538,usa,usa
1539,usa,usa
1540,usa,usa
1541,usa,usa
1542,usa,usa
1543,usa,usa
1544,japan,usa
1545,usa,usa
1546,usa,usa
1547,usa,usa
1548,usa,usa
1549,usa,usa
1550,usa,usa
1551,usa,usa
1552,usa,usa
1553,uk,uk
1554,usa,usa
1555,usa,usa
1556,usa,usa
1557,uk,usa
1558,canada,usa
1559,usa,usa
1560,usa,usa
1561,usa,usa
1562,usa,usa
1563,usa,usa
1564,usa,usa
1565,uk,uk
1566,usa,usa
1567,usa,usa
1568,usa,usa
1569,usa,usa
1570,usa,usa
1571,usa,usa
1572,usa,usa
1573,usa,usa
1574,usa,usa
1575,usa,usa
1576,usa,usa
1577,usa,usa
1578,usa,usa
1579,usa,usa
1580,usa,usa
1581,usa,usa
1582,usa,usa
1583,usa,usa
1584,canada,usa
1585,usa,usa
1586,usa,usa
1587,usa,usa
1588,usa,usa
1589,usa,usa
1590,usa,usa
1591,usa,usa
1592,usa,usa
1593,canada,usa
1594,usa,usa
1595,usa,usa
1596,usa,usa
1597,usa,usa
1598,japan,japan
1599,canada,canada
1600,canada,canada
1601,usa,usa
1602,usa,usa
1603,france,france
1604,usa,canada
1605,usa,usa
1606,usa,usa
1607,usa,usa
1608,usa,usa
1609,usa,usa
1610,usa,usa
1611,usa,usa
1612,usa,usa
1613,usa,usa
1614,usa,usa
1615,usa,usa
1616,uk,uk
1617,usa,usa
1618,usa,usa
1619,usa,usa
1620,usa,usa
1621,usa,usa
1622,usa,usa
1623,west-germany,uk
1624,usa,usa
1625,usa,usa
1626,usa,usa
1627,usa,usa
1628,west-germany,usa
1629,usa,usa
1630,uk,usa
1631,usa,usa
1632,usa,usa
1633,usa,usa
1634,canada,usa
1635,usa,usa
1636,usa,usa
1637,west-germany,west-germany
1638,usa,usa
1639,usa,usa
1640,usa,usa
1641,usa,usa
1642,usa,usa
1643,usa,usa
1644,usa,usa
1645,usa,usa
1646,usa,usa
1647,japan,usa
1648,usa,usa
1649,uk,usa
1650,usa,usa
1651,usa,usa
1652,usa,usa
1653,uk,uk
1654,usa,usa
1655,usa,usa
1656,uk,uk
1657,usa,usa
