Sample index,Actual category,Classification result
146,canada,usa
147,usa,usa
148,usa,usa
149,usa,usa
150,uk,uk
151,usa,usa
152,usa,usa
153,usa,usa
154,usa,usa
155,usa,usa
156,canada,canada
157,usa,usa
158,usa,usa
159,usa,usa
160,canada,usa
161,usa,usa
162,france,france
163,usa,usa
164,canada,usa
165,usa,canada
166,usa,usa
167,usa,usa
168,usa,usa
169,usa,usa
170,usa,usa
171,usa,usa
172,usa,usa
173,usa,usa
174,usa,usa
175,usa,usa
176,usa,usa
177,usa,usa
178,usa,uk
179,usa,usa
180,usa,usa
181,usa,usa
182,usa,usa
183,usa,usa
184,uk,usa
185,usa,usa
186,usa,usa
187,west-germany,west-germany
188,uk,uk
189,usa,usa
190,usa,usa
191,canada,usa
192,usa,usa
193,usa,usa
194,usa,usa
195,usa,usa
196,usa,usa
197,usa,usa
198,usa,usa
199,usa,usa
200,usa,usa
201,usa,usa
202,usa,usa
203,usa,usa
204,usa,usa
205,usa,usa
206,usa,usa
207,usa,usa
208,usa,usa
209,uk,uk
210,uk,uk
211,usa,usa
212,usa,usa
213,usa,usa
214,uk,usa
215,usa,usa
216,usa,japan
217,usa,usa
218,usa,usa
219,usa,usa
220,usa,usa
221,usa,usa
222,usa,usa
223,uk,uk
224,japan,japan
225,uk,usa
226,usa,usa
227,usa,usa
228,canada,canada
229,usa,usa
230,canada,usa
231,usa,usa
232,usa,usa
233,usa,usa
234,france,france
235,usa,usa
236,usa,usa
237,usa,usa
238,usa,usa
239,usa,usa
240,usa,usa
241,usa,usa
242,usa,usa
243,usa,usa
244,canada,canada
245,uk,uk
246,usa,usa
247,usa,usa
248,usa,usa
249,canada,usa
250,usa,usa
251,usa,usa
252,usa,usa
253,usa,usa
254,usa,usa
255,uk,uk
256,usa,usa
257,usa,usa
258,usa,usa
259,usa,usa
260,usa,usa
261,usa,usa
262,canada,usa
263,usa,usa
264,uk,uk
265,usa,usa
266,canada,canada
267,usa,usa
268,canada,canada
269,france,uk
270,west-germany,west-germany
271,usa,usa
272,usa,usa
273,usa,usa
274,usa,usa
275,usa,usa
276,usa,usa
277,canada,usa
278,usa,usa
279,uk,uk
280,usa,usa
281,usa,usa
282,usa,usa
283,usa,west-germany
284,canada,usa
285,usa,usa
286,usa,usa
287,usa,usa
288,usa,usa
289,usa,usa
290,usa,usa
291,usa,usa
292,usa,usa
293,usa,usa
294,uk,uk
295,usa,usa
296,usa,usa
297,usa,usa
298,usa,usa
299,usa,usa
300,usa,usa
301,usa,usa
302,usa,usa
303,canada,usa
304,usa,usa
305,canada,usa
306,usa,usa
307,japan,japan
308,usa,usa
309,japan,usa
310,usa,usa
311,usa,usa
312,usa,usa
313,uk,uk
314,usa,usa
315,usa,usa
316,usa,usa
317,usa,usa
318,usa,usa
319,usa,usa
320,west-germany,france
321,usa,usa
322,usa,usa
323,west-germany,usa
324,usa,usa
325,usa,usa
326,usa,usa
327,usa,usa
328,usa,usa
329,usa,usa
330,usa,usa
331,canada,usa
332,usa,usa
333,usa,usa
334,usa,usa
335,canada,canada
336,uk,japan
337,usa,usa
338,usa,usa
339,canada,usa
340,usa,usa
341,usa,usa
342,usa,usa
343,usa,usa
344,usa,usa
345,usa,usa
346,usa,usa
347,usa,usa
348,usa,usa
349,canada,usa
350,uk,uk
351,usa,usa
352,usa,usa
353,usa,usa
354,west-germany,west-germany
355,uk,japan
356,usa,usa
357,usa,usa
358,usa,usa
359,usa,usa
360,usa,usa
361,usa,usa
362,usa,usa
363,usa,usa
364,usa,usa
365,usa,usa
366,usa,usa
367,usa,usa
368,usa,usa
369,usa,usa
370,usa,usa
371,canada,usa
372,usa,usa
373,usa,usa
374,usa,usa
375,usa,usa
376,usa,usa
377,usa,usa
378,usa,usa
379,usa,usa
380,usa,usa
381,usa,usa
382,usa,usa
383,uk,uk
384,usa,usa
385,usa,usa
386,west-germany,west-germany
387,usa,usa
388,usa,usa
389,usa,usa
390,usa,usa
391,usa,usa
392,usa,usa
393,canada,usa
394,usa,usa
395,usa,usa
396,usa,usa
397,usa,japan
398,usa,usa
399,usa,uk
400,usa,usa
401,usa,usa
402,usa,usa
403,uk,uk
404,canada,usa
405,usa,usa
406,usa,usa
407,japan,usa
408,usa,usa
409,usa,usa
410,usa,usa
411,usa,usa
412,usa,usa
413,usa,usa
414,usa,usa
415,canada,canada
416,west-germany,usa
417,japan,japan
418,usa,usa
419,usa,usa
420,canada,usa
421,usa,usa
422,usa,usa
423,uk,usa
424,usa,usa
425,canada,usa
426,usa,usa
427,usa,usa
428,usa,usa
429,usa,usa
430,usa,usa
431,usa,usa
432,usa,usa
433,usa,usa
434,usa,usa
435,usa,usa
436,usa,usa
437,uk,uk
438,usa,usa
439,usa,usa
440,west-germany,west-germany
441,usa,usa
442,west-germany,west-germany
443,usa,usa
444,usa,usa
445,usa,usa
446,usa,usa
447,uk,uk
448,usa,usa
449,usa,usa
450,usa,france
451,france,usa
452,canada,usa
453,usa,usa
454,usa,usa
455,usa,usa
456,uk,uk
457,usa,usa
458,usa,usa
459,usa,usa
460,usa,usa
461,usa,usa
462,usa,usa
463,usa,usa
464,usa,usa
465,usa,usa
466,usa,usa
467,usa,usa
468,usa,usa
469,usa,usa
470,usa,usa
471,usa,usa
472,usa,usa
473,usa,usa
474,usa,usa
475,usa,usa
476,usa,usa
477,usa,usa
478,west-germany,usa
479,usa,usa
480,usa,usa
481,usa,usa
482,usa,usa
483,usa,usa
484,west-germany,west-germany
485,usa,usa
486,usa,usa
487,usa,usa
488,uk,uk
489,usa,usa
490,usa,usa
491,uk,usa
492,usa,usa
493,usa,usa
494,canada,usa
495,usa,usa
496,usa,uk
497,uk,uk
498,usa,usa
499,usa,usa
500,uk,uk
501,usa,usa
502,usa,usa
503,usa,usa
504,usa,usa
505,usa,usa
506,usa,usa
507,usa,usa
508,usa,usa
509,usa,usa
510,usa,usa
511,usa,usa
512,usa,usa
513,usa,usa
514,canada,usa
515,usa,usa
516,usa,usa
517,japan,japan
518,usa,usa
519,usa,usa
520,usa,usa
521,usa,usa
522,usa,usa
523,japan,japan
524,usa,usa
525,usa,usa
526,usa,canada
527,usa,usa
528,usa,usa
529,usa,usa
530,west-germany,west-germany
531,usa,usa
532,usa,usa
533,usa,usa
534,west-germany,west-germany
535,usa,usa
536,west-germany,usa
537,usa,usa
538,japan,japan
539,usa,usa
540,usa,usa
541,usa,usa
542,france,usa
543,usa,usa
544,usa,usa
545,usa,usa
546,usa,usa
547,usa,usa
548,usa,usa
549,usa,usa
550,uk,uk
551,usa,usa
552,usa,usa
553,usa,usa
554,usa,west-germany
555,uk,usa
556,usa,usa
557,usa,usa
558,usa,usa
559,usa,usa
560,uk,usa
561,usa,usa
562,usa,usa
563,usa,usa
564,usa,usa
565,usa,usa
566,usa,usa
567,usa,usa
568,usa,usa
569,canada,canada
570,usa,usa
571,usa,usa
572,canada,usa
573,uk,uk
574,usa,usa
575,usa,usa
576,uk,uk
577,usa,usa
578,usa,usa
579,usa,usa
580,usa,usa
581,usa,usa
582,usa,usa
583,usa,usa
584,usa,usa
585,usa,usa
586,uk,uk
587,usa,usa
588,usa,usa
589,usa,usa
590,usa,usa
591,usa,usa
592,usa,usa
593,usa,uk
594,usa,usa
595,usa,usa
596,usa,usa
597,usa,usa
598,usa,usa
599,usa,usa
600,usa,usa
601,usa,canada
602,usa,usa
603,usa,usa
604,west-germany,west-germany
605,usa,usa
606,usa,usa
607,usa,usa
608,canada,usa
609,japan,japan
610,usa,usa
611,usa,usa
612,usa,usa
613,usa,usa
614,usa,usa
615,usa,uk
616,usa,usa
617,usa,usa
618,usa,usa
619,usa,usa
620,usa,usa
621,usa,usa
622,usa,usa
623,usa,usa
624,usa,usa
625,usa,usa
626,uk,usa
627,usa,usa
628,usa,usa
629,usa,usa
630,usa,usa
631,usa,usa
632,usa,usa
633,usa,usa
634,usa,usa
635,usa,usa
636,usa,usa
637,usa,usa
638,usa,usa
639,usa,usa
640,usa,usa
641,usa,usa
642,usa,west-germany
643,usa,usa
644,usa,usa
645,canada,canada
646,usa,usa
647,uk,uk
648,usa,usa
649,usa,usa
650,usa,usa
651,usa,usa
652,usa,usa
653,west-germany,usa
654,japan,japan
655,usa,usa
656,usa,usa
657,usa,usa
658,usa,usa
659,usa,usa
660,canada,canada
661,usa,usa
662,uk,uk
663,usa,usa
664,usa,usa
665,usa,usa
666,usa,usa
667,usa,usa
668,usa,usa
669,usa,usa
670,usa,usa
671,japan,japan
672,west-germany,usa
673,usa,usa
674,usa,usa
675,west-germany,west-germany
676,usa,usa
677,usa,usa
678,usa,usa
679,canada,usa
680,uk,usa
681,usa,usa
682,usa,usa
683,west-germany,usa
684,usa,usa
685,usa,usa
686,usa,usa
687,usa,usa
688,usa,usa
689,usa,usa
690,usa,usa
691,usa,usa
692,usa,usa
693,usa,usa
694,usa,usa
695,usa,usa
696,usa,usa
697,japan,japan
698,usa,usa
699,usa,usa
700,usa,usa
701,usa,usa
702,usa,usa
703,usa,usa
704,usa,usa
705,usa,uk
706,usa,usa
707,usa,usa
708,usa,usa
709,usa,usa
710,usa,usa
711,usa,usa
712,usa,usa
713,usa,usa
714,usa,usa
715,usa,usa
716,japan,usa
717,uk,uk
718,uk,uk
719,usa,usa
720,usa,usa
721,usa,usa
722,usa,usa
723,uk,uk
724,uk,uk
725,usa,usa
726,usa,usa
727,uk,uk
728,usa,usa
729,uk,uk
730,usa,usa
731,usa,usa
732,usa,usa
733,usa,usa
734,usa,usa
735,usa,usa
736,usa,usa
737,usa,usa
738,usa,usa
739,usa,usa
740,usa,usa
741,usa,usa
742,usa,usa
743,usa,usa
744,usa,usa
745,canada,usa
746,usa,usa
747,canada,usa
748,usa,usa
749,usa,usa
750,usa,usa
751,canada,canada
752,usa,usa
753,usa,usa
754,usa,usa
755,usa,usa
756,usa,usa
757,usa,usa
758,usa,usa
759,usa,usa
760,usa,usa
761,usa,usa
762,canada,usa
763,usa,usa
764,usa,usa
765,usa,usa
766,west-germany,west-germany
767,uk,japan
768,usa,usa
769,usa,usa
770,uk,uk
771,usa,usa
772,usa,usa
773,usa,usa
774,usa,usa
775,usa,usa
776,usa,usa
777,usa,usa
778,usa,usa
779,usa,usa
780,usa,usa
781,usa,usa
782,usa,usa
783,usa,usa
784,usa,usa
785,japan,japan
786,canada,canada
787,usa,usa
788,usa,usa
789,usa,usa
790,usa,usa
791,usa,usa
792,usa,usa
793,usa,usa
794,usa,usa
795,usa,usa
796,usa,usa
797,uk,uk
798,usa,usa
799,usa,usa
800,usa,usa
801,west-germany,west-germany
802,usa,usa
803,france,uk
804,usa,usa
805,usa,usa
806,usa,usa
807,usa,usa
808,usa,usa
809,canada,usa
810,usa,usa
811,usa,usa
812,usa,usa
813,usa,usa
814,usa,usa
815,usa,usa
816,uk,usa
817,usa,usa
818,usa,usa
819,usa,usa
820,uk,usa
821,usa,usa
822,usa,usa
823,usa,usa
824,usa,usa
825,usa,usa
826,canada,canada
827,france,france
828,japan,japan
829,japan,japan
830,usa,west-germany
831,usa,usa
832,west-germany,west-germany
833,usa,usa
834,usa,usa
835,usa,usa
836,france,france
837,usa,usa
838,usa,usa
839,usa,canada
840,usa,usa
841,usa,usa
842,usa,usa
843,usa,usa
844,usa,usa
845,usa,usa
846,usa,usa
847,usa,usa
848,usa,usa
849,usa,usa
850,usa,usa
851,france,france
852,canada,usa
853,usa,usa
854,canada,usa
855,usa,usa
856,usa,usa
857,canada,usa
858,usa,usa
859,usa,usa
860,usa,usa
861,usa,usa
862,usa,usa
863,usa,usa
864,usa,usa
865,usa,usa
866,usa,usa
867,usa,usa
868,usa,usa
869,usa,usa
870,uk,uk
871,canada,canada
872,usa,usa
873,usa,usa
874,usa,usa
875,usa,usa
876,usa,usa
877,usa,usa
878,usa,usa
879,usa,usa
880,japan,japan
881,usa,usa
882,usa,usa
883,usa,usa
884,usa,usa
885,usa,usa
886,uk,usa
887,usa,usa
888,usa,usa
889,usa,usa
890,usa,usa
891,canada,usa
892,usa,usa
893,usa,usa
894,usa,usa
895,canada,canada
896,usa,usa
897,usa,usa
898,usa,usa
899,usa,usa
900,usa,usa
901,uk,uk
902,usa,usa
903,usa,usa
904,west-germany,west-germany
905,usa,usa
906,usa,usa
907,usa,usa
908,usa,usa
909,uk,uk
910,usa,usa
911,usa,usa
912,usa,usa
913,usa,usa
914,usa,usa
915,usa,usa
916,usa,usa
917,usa,usa
918,usa,usa
919,usa,usa
920,usa,usa
921,usa,usa
922,usa,usa
923,canada,canada
924,usa,usa
925,usa,usa
926,usa,usa
927,usa,usa
928,usa,usa
929,usa,usa
930,usa,usa
931,uk,uk
932,usa,usa
933,canada,usa
934,usa,usa
935,usa,usa
936,usa,usa
937,japan,japan
938,usa,usa
939,usa,usa
940,usa,usa
941,usa,usa
942,usa,usa
943,usa,usa
944,france,france
945,usa,usa
946,france,france
947,usa,usa
948,canada,canada
949,uk,usa
950,usa,usa
951,usa,usa
952,usa,usa
953,usa,usa
954,usa,usa
955,usa,usa
956,uk,uk
957,france,usa
958,usa,usa
959,usa,usa
960,usa,usa
961,west-germany,usa
962,usa,usa
963,usa,usa
964,usa,usa
965,uk,uk
966,usa,usa
967,usa,usa
968,usa,usa
969,usa,usa
970,usa,usa
971,uk,uk
972,usa,usa
973,japan,usa
974,west-germany,west-germany
975,usa,usa
976,usa,usa
977,usa,usa
978,usa,usa
979,usa,usa
980,usa,usa
981,canada,usa
982,west-germany,west-germany
983,usa,usa
984,usa,usa
985,japan,usa
986,usa,west-germany
987,usa,usa
988,usa,usa
989,usa,usa
990,uk,uk
991,canada,usa
992,usa,usa
993,usa,usa
994,usa,usa
995,usa,usa
996,usa,usa
997,usa,usa
998,usa,usa
999,usa,usa
1000,uk,usa
1001,canada,canada
1002,usa,usa
1003,usa,usa
1004,usa,usa
1005,usa,usa
1006,usa,usa
1007,canada,usa
1008,usa,usa
1009,canada,usa
1010,usa,usa
1011,usa,usa
1012,usa,usa
1013,usa,usa
1014,canada,canada
1015,usa,usa
1016,usa,usa
1017,west-germany,usa
1018,uk,uk
1019,usa,usa
1020,uk,uk
1021,usa,usa
1022,usa,usa
1023,usa,usa
1024,usa,usa
1025,usa,usa
1026,usa,usa
1027,usa,usa
1028,usa,usa
1029,usa,usa
1030,usa,usa
1031,usa,usa
1032,japan,usa
1033,usa,usa
1034,usa,usa
1035,usa,usa
1036,usa,usa
1037,uk,uk
1038,uk,uk
1039,usa,usa
1040,canada,usa
1041,usa,usa
1042,usa,usa
1043,uk,uk
1044,france,france
1045,france,france
1046,usa,usa
1047,usa,usa
1048,usa,usa
1049,usa,usa
1050,usa,usa
1051,usa,usa
1052,usa,usa
1053,usa,usa
1054,usa,usa
1055,usa,usa
1056,usa,usa
1057,usa,usa
1058,usa,usa
1059,usa,usa
1060,canada,canada
1061,usa,usa
1062,usa,usa
1063,usa,usa
1064,usa,usa
1065,usa,usa
1066,usa,usa
1067,usa,usa
1068,canada,canada
1069,usa,usa
1070,usa,usa
1071,usa,usa
1072,usa,usa
1073,usa,usa
1074,usa,usa
1075,usa,usa
1076,usa,usa
1077,usa,usa
1078,usa,usa
1079,usa,usa
1080,usa,usa
1081,usa,usa
1082,usa,usa
1083,usa,usa
1084,west-germany,west-germany
1085,usa,usa
1086,usa,usa
1087,usa,usa
1088,usa,usa
1089,usa,usa
1090,usa,usa
1091,canada,usa
1092,usa,usa
1093,usa,usa
1094,usa,usa
1095,usa,usa
1096,japan,japan
1097,uk,usa
1098,canada,canada
1099,usa,usa
1100,usa,usa
1101,usa,usa
1102,usa,usa
1103,uk,uk
1104,japan,uk
1105,usa,usa
1106,usa,usa
1107,usa,usa
1108,usa,usa
1109,usa,usa
1110,usa,usa
1111,usa,usa
1112,usa,usa
1113,usa,usa
1114,japan,japan
1115,usa,usa
1116,usa,usa
1117,usa,usa
1118,usa,usa
1119,usa,usa
1120,canada,canada
1121,usa,usa
1122,usa,usa
1123,canada,usa
1124,usa,usa
1125,usa,usa
1126,usa,usa
1127,usa,usa
1128,usa,usa
1129,usa,usa
1130,west-germany,west-germany
1131,usa,usa
1132,france,usa
1133,canada,canada
1134,usa,usa
1135,usa,usa
1136,usa,usa
1137,uk,uk
1138,usa,usa
1139,canada,canada
1140,usa,usa
1141,usa,usa
1142,usa,usa
1143,canada,canada
1144,usa,usa
1145,france,france
1146,west-germany,west-germany
1147,usa,usa
1148,japan,usa
1149,usa,usa
1150,usa,usa
1151,canada,usa
1152,japan,japan
1153,usa,usa
1154,usa,usa
1155,usa,usa
1156,usa,usa
1157,usa,usa
1158,usa,usa
1159,usa,usa
1160,usa,usa
1161,usa,usa
1162,usa,usa
1163,usa,usa
1164,japan,japan
1165,usa,usa
1166,usa,usa
1167,canada,usa
1168,usa,usa
1169,usa,usa
1170,usa,canada
1171,usa,usa
1172,usa,usa
1173,usa,usa
1174,usa,usa
1175,usa,usa
1176,canada,usa
1177,usa,usa
1178,usa,usa
1179,france,usa
1180,usa,usa
1181,usa,usa
1182,usa,usa
1183,usa,usa
1184,usa,usa
1185,usa,usa
1186,usa,usa
1187,usa,usa
1188,france,france
1189,usa,usa
1190,usa,usa
1191,usa,usa
1192,usa,usa
1193,usa,usa
1194,usa,usa
1195,usa,usa
1196,usa,usa
1197,usa,usa
1198,usa,usa
1199,usa,usa
1200,usa,usa
1201,usa,usa
1202,usa,usa
1203,uk,uk
1204,usa,usa
1205,usa,usa
1206,usa,usa
1207,usa,usa
1208,usa,usa
1209,usa,usa
1210,uk,uk
1211,uk,uk
1212,usa,usa
1213,usa,usa
1214,usa,usa
1215,usa,usa
1216,west-germany,west-germany
1217,usa,usa
1218,usa,usa
1219,usa,usa
1220,usa,usa
1221,usa,usa
1222,japan,japan
1223,canada,usa
1224,canada,usa
1225,usa,usa
1226,canada,usa
1227,usa,usa
1228,usa,uk
1229,usa,usa
1230,usa,usa
1231,usa,usa
1232,usa,usa
1233,usa,usa
1234,usa,usa
1235,usa,usa
1236,west-germany,west-germany
1237,japan,japan
1238,usa,usa
1239,usa,usa
1240,usa,usa
1241,usa,usa
1242,usa,usa
1243,usa,usa
1244,usa,usa
1245,usa,usa
1246,usa,usa
1247,france,usa
1248,usa,usa
1249,usa,usa
1250,usa,japan
1251,canada,canada
1252,usa,usa
1253,usa,usa
1254,japan,usa
1255,usa,usa
1256,usa,usa
1257,usa,usa
1258,usa,usa
1259,usa,usa
1260,usa,usa
1261,canada,usa
1262,usa,usa
1263,usa,usa
1264,usa,usa
1265,usa,usa
1266,usa,usa
1267,france,france
1268,usa,canada
1269,uk,uk
1270,usa,usa
1271,usa,usa
1272,uk,uk
1273,usa,usa
1274,usa,usa
1275,usa,usa
1276,uk,uk
1277,usa,usa
1278,usa,usa
1279,canada,canada
1280,usa,usa
1281,usa,canada
1282,france,usa
1283,usa,usa
1284,usa,canada
1285,uk,uk
1286,uk,uk
1287,usa,usa
1288,usa,usa
1289,usa,usa
1290,usa,usa
1291,usa,usa
1292,usa,usa
1293,usa,usa
1294,usa,usa
1295,usa,usa
1296,usa,usa
1297,usa,usa
1298,usa,usa
1299,usa,usa
1300,usa,usa
1301,usa,usa
1302,usa,usa
1303,usa,usa
1304,usa,usa
1305,usa,usa
1306,usa,usa
1307,japan,japan
1308,usa,usa
1309,usa,usa
1310,canada,canada
1311,usa,usa
1312,usa,usa
1313,usa,usa
1314,usa,usa
1315,usa,usa
1316,usa,usa
1317,usa,usa
1318,usa,usa
1319,usa,usa
1320,usa,usa
1321,usa,france
1322,usa,usa
1323,usa,usa
1324,usa,usa
1325,usa,usa
1326,usa,usa
1327,usa,usa
1328,usa,usa
1329,usa,usa
1330,usa,usa
1331,usa,usa
1332,usa,usa
1333,usa,usa
1334,usa,usa
1335,usa,usa
1336,usa,usa
1337,usa,usa
1338,usa,usa
1339,usa,usa
1340,canada,usa
1341,usa,usa
1342,west-germany,west-germany
1343,usa,usa
1344,usa,usa
1345,usa,usa
1346,uk,uk
1347,japan,usa
1348,usa,usa
1349,usa,usa
1350,canada,usa
1351,usa,usa
1352,uk,usa
1353,usa,usa
1354,usa,usa
1355,west-germany,west-germany
1356,usa,usa
1357,usa,usa
1358,usa,usa
1359,france,france
1360,usa,usa
1361,canada,usa
1362,uk,usa
1363,usa,usa
1364,usa,usa
1365,canada,usa
1366,usa,usa
1367,uk,usa
1368,usa,usa
1369,usa,usa
1370,usa,usa
1371,usa,usa
1372,canada,usa
1373,france,usa
1374,canada,usa
1375,france,france
1376,uk,uk
1377,usa,usa
1378,usa,usa
1379,usa,usa
1380,usa,usa
1381,usa,usa
1382,usa,usa
1383,usa,usa
1384,usa,usa
1385,usa,usa
1386,usa,usa
1387,usa,usa
1388,usa,usa
1389,japan,usa
1390,usa,usa
1391,usa,canada
1392,usa,usa
1393,usa,usa
1394,japan,japan
1395,usa,usa
1396,usa,usa
1397,usa,usa
1398,usa,usa
1399,usa,usa
1400,usa,usa
1401,usa,usa
1402,usa,usa
1403,usa,usa
1404,usa,usa
1405,usa,usa
1406,usa,usa
1407,usa,canada
1408,usa,usa
1409,usa,usa
1410,usa,usa
1411,canada,usa
1412,uk,uk
1413,usa,usa
1414,usa,usa
1415,uk,uk
1416,usa,usa
1417,usa,usa
1418,uk,uk
1419,japan,japan
1420,usa,usa
1421,usa,usa
1422,uk,usa
1423,usa,usa
1424,usa,usa
1425,usa,usa
1426,west-germany,usa
1427,west-germany,west-germany
1428,uk,uk
1429,usa,usa
1430,usa,usa
1431,usa,france
1432,usa,usa
1433,usa,usa
1434,usa,usa
1435,usa,usa
1436,canada,usa
1437,usa,usa
1438,usa,usa
1439,usa,usa
1440,usa,usa
1441,usa,usa
1442,usa,usa
1443,usa,usa
1444,usa,usa
1445,usa,usa
1446,usa,usa
1447,usa,usa
1448,canada,usa
1449,usa,usa
1450,usa,usa
1451,usa,usa
1452,usa,usa
1453,usa,usa
1454,usa,usa
1455,uk,usa
1456,canada,usa
1457,usa,usa
1458,usa,usa
1459,usa,usa
1460,usa,usa
1461,usa,usa
1462,west-germany,usa
1463,canada,canada
1464,uk,uk
1465,usa,usa
1466,usa,usa
1467,usa,usa
1468,usa,usa
1469,usa,usa
1470,usa,usa
1471,usa,usa
1472,usa,usa
1473,usa,usa
1474,usa,usa
1475,usa,usa
1476,usa,usa
1477,usa,usa
1478,uk,uk
1479,usa,usa
1480,uk,usa
1481,usa,usa
1482,uk,usa
1483,usa,usa
1484,usa,usa
1485,usa,usa
1486,usa,usa
1487,usa,usa
1488,usa,usa
1489,usa,usa
1490,usa,usa
1491,usa,usa
1492,usa,usa
1493,usa,usa
1494,usa,usa
1495,usa,usa
1496,uk,usa
1497,usa,usa
1498,usa,usa
1499,usa,usa
1500,usa,usa
1501,usa,usa
1502,uk,uk
1503,usa,usa
1504,usa,west-germany
1505,uk,uk
1506,usa,usa
1507,west-germany,usa
1508,usa,usa
1509,usa,usa
1510,usa,usa
1511,usa,usa
1512,canada,usa
1513,usa,usa
1514,japan,usa
1515,usa,usa
1516,uk,uk
1517,usa,usa
1518,usa,usa
1519,usa,usa
1520,usa,usa
1521,usa,usa
1522,canada,canada
1523,usa,usa
1524,usa,usa
1525,usa,usa
1526,usa,usa
1527,usa,usa
1528,usa,japan
1529,usa,usa
1530,usa,japan
1531,usa,usa
1532,usa,usa
1533,usa,usa
1534,usa,usa
1535,usa,usa
1536,uk,japan
1537,uk,uk
1538,usa,usa
1539,usa,usa
1540,usa,usa
1541,usa,usa
1542,france,france
1543,usa,usa
1544,usa,usa
1545,usa,usa
1546,usa,usa
1547,usa,uk
1548,usa,uk
1549,usa,usa
1550,usa,usa
1551,usa,usa
1552,usa,usa
1553,usa,usa
1554,canada,usa
1555,usa,usa
1556,usa,usa
1557,usa,usa
1558,usa,usa
1559,uk,uk
1560,usa,usa
1561,usa,usa
1562,usa,usa
1563,usa,usa
1564,japan,japan
1565,uk,uk
1566,usa,usa
1567,usa,usa
1568,usa,usa
1569,usa,usa
1570,uk,uk
1571,usa,usa
1572,usa,usa
1573,canada,usa
1574,usa,usa
1575,usa,usa
1576,usa,japan
1577,usa,usa
1578,usa,usa
1579,west-germany,uk
1580,uk,usa
1581,usa,usa
1582,usa,usa
1583,usa,usa
1584,usa,usa
1585,usa,usa
1586,usa,usa
1587,uk,uk
1588,usa,usa
1589,usa,usa
1590,usa,usa
1591,canada,usa
1592,west-germany,canada
1593,usa,usa
1594,usa,usa
1595,japan,japan
1596,usa,usa
1597,japan,japan
1598,usa,usa
1599,uk,uk
1600,usa,usa
1601,uk,uk
1602,usa,usa
1603,usa,usa
1604,japan,japan
1605,usa,usa
1606,uk,uk
1607,usa,usa
1608,usa,usa
1609,usa,usa
1610,usa,usa
1611,usa,usa
1612,usa,usa
1613,usa,uk
1614,usa,usa
1615,usa,usa
1616,usa,usa
1617,usa,usa
1618,uk,uk
1619,usa,usa
1620,usa,usa
1621,usa,usa
1622,usa,usa
1623,japan,usa
1624,usa,usa
1625,canada,usa
1626,usa,usa
1627,usa,usa
1628,usa,usa
1629,usa,usa
1630,usa,usa
1631,usa,usa
1632,usa,usa
1633,usa,usa
1634,usa,usa
1635,usa,usa
1636,usa,usa
1637,usa,usa
1638,uk,usa
1639,usa,usa
1640,usa,usa
1641,usa,usa
1642,usa,usa
1643,usa,usa
1644,usa,usa
1645,canada,canada
1646,usa,france
1647,usa,usa
1648,canada,canada
1649,france,france
1650,usa,usa
1651,usa,usa
1652,usa,usa
