Sample index,Actual category,Classification result
146,usa,usa
147,usa,usa
148,usa,usa
149,usa,usa
150,usa,usa
151,usa,usa
152,usa,usa
153,japan,japan
154,usa,usa
155,usa,usa
156,usa,usa
157,canada,usa
158,usa,usa
159,usa,usa
160,canada,usa
161,usa,usa
162,usa,usa
163,usa,usa
164,france,france
165,canada,canada
166,usa,usa
167,usa,usa
168,usa,usa
169,usa,usa
170,usa,usa
171,usa,usa
172,uk,uk
173,usa,usa
174,usa,usa
175,usa,usa
176,usa,usa
177,usa,usa
178,usa,usa
179,usa,usa
180,usa,usa
181,canada,canada
182,usa,usa
183,usa,usa
184,usa,usa
185,usa,usa
186,usa,usa
187,usa,usa
188,usa,usa
189,usa,usa
190,usa,usa
191,usa,usa
192,japan,japan
193,usa,usa
194,uk,uk
195,usa,usa
196,usa,usa
197,usa,usa
198,usa,usa
199,usa,usa
200,uk,uk
201,usa,usa
202,usa,usa
203,usa,usa
204,usa,usa
205,usa,usa
206,uk,uk
207,usa,usa
208,usa,usa
209,usa,usa
210,usa,usa
211,usa,usa
212,canada,canada
213,usa,usa
214,usa,usa
215,usa,usa
216,usa,usa
217,france,france
218,west-germany,usa
219,usa,usa
220,usa,usa
221,usa,usa
222,uk,usa
223,usa,usa
224,usa,usa
225,usa,usa
226,canada,usa
227,usa,usa
228,usa,usa
229,usa,usa
230,uk,uk
231,japan,japan
232,usa,usa
233,usa,usa
234,usa,usa
235,usa,usa
236,usa,usa
237,usa,usa
238,usa,usa
239,usa,usa
240,usa,usa
241,usa,usa
242,usa,usa
243,usa,usa
244,usa,usa
245,france,france
246,usa,usa
247,canada,usa
248,usa,france
249,canada,canada
250,usa,usa
251,usa,usa
252,canada,usa
253,canada,usa
254,usa,usa
255,uk,uk
256,usa,usa
257,usa,usa
258,usa,usa
259,usa,usa
260,usa,usa
261,usa,usa
262,usa,usa
263,usa,usa
264,usa,usa
265,usa,usa
266,usa,usa
267,france,france
268,usa,usa
269,usa,usa
270,usa,usa
271,usa,usa
272,usa,usa
273,usa,usa
274,usa,usa
275,usa,usa
276,usa,usa
277,usa,usa
278,usa,usa
279,west-germany,west-germany
280,uk,uk
281,usa,usa
282,usa,usa
283,usa,usa
284,usa,usa
285,usa,usa
286,usa,usa
287,france,france
288,usa,usa
289,uk,uk
290,usa,usa
291,france,uk
292,usa,usa
293,usa,usa
294,usa,usa
295,usa,usa
296,usa,usa
297,usa,usa
298,usa,usa
299,usa,usa
300,usa,usa
301,uk,usa
302,usa,usa
303,usa,usa
304,usa,usa
305,usa,usa
306,uk,usa
307,canada,canada
308,japan,japan
309,usa,usa
310,usa,usa
311,usa,usa
312,usa,usa
313,uk,uk
314,usa,usa
315,usa,usa
316,uk,usa
317,usa,usa
318,uk,uk
319,canada,usa
320,usa,usa
321,usa,usa
322,uk,usa
323,usa,usa
324,usa,usa
325,canada,canada
326,usa,usa
327,usa,usa
328,japan,japan
329,usa,usa
330,west-germany,usa
331,usa,usa
332,usa,usa
333,canada,usa
334,west-germany,uk
335,usa,usa
336,usa,usa
337,usa,usa
338,usa,usa
339,usa,usa
340,usa,usa
341,canada,usa
342,usa,usa
343,usa,usa
344,usa,usa
345,uk,usa
346,usa,usa
347,usa,usa
348,usa,usa
349,japan,japan
350,usa,usa
351,usa,usa
352,usa,usa
353,usa,usa
354,usa,usa
355,usa,usa
356,usa,usa
357,usa,usa
358,usa,usa
359,usa,usa
360,usa,usa
361,usa,usa
362,usa,usa
363,usa,usa
364,usa,usa
365,usa,usa
366,usa,usa
367,usa,usa
368,uk,uk
369,usa,usa
370,west-germany,usa
371,usa,usa
372,usa,usa
373,usa,usa
374,usa,usa
375,usa,usa
376,usa,usa
377,japan,japan
378,usa,usa
379,usa,usa
380,uk,usa
381,usa,usa
382,usa,usa
383,usa,usa
384,usa,usa
385,usa,usa
386,usa,usa
387,usa,usa
388,france,usa
389,usa,usa
390,usa,usa
391,usa,usa
392,usa,usa
393,usa,usa
394,usa,usa
395,usa,usa
396,japan,japan
397,usa,usa
398,usa,usa
399,usa,usa
400,usa,usa
401,usa,usa
402,usa,usa
403,japan,japan
404,uk,uk
405,usa,usa
406,usa,usa
407,canada,usa
408,usa,usa
409,usa,usa
410,usa,usa
411,uk,uk
412,canada,usa
413,canada,usa
414,france,usa
415,usa,usa
416,usa,usa
417,usa,usa
418,usa,usa
419,uk,uk
420,usa,usa
421,france,france
422,usa,usa
423,usa,usa
424,usa,usa
425,usa,usa
426,usa,usa
427,usa,usa
428,uk,usa
429,usa,usa
430,usa,usa
431,usa,usa
432,usa,usa
433,usa,usa
434,usa,usa
435,usa,usa
436,usa,usa
437,usa,usa
438,usa,usa
439,usa,usa
440,usa,usa
441,usa,usa
442,usa,usa
443,usa,usa
444,usa,usa
445,usa,usa
446,usa,usa
447,uk,uk
448,canada,usa
449,usa,usa
450,usa,usa
451,usa,usa
452,usa,usa
453,usa,usa
454,usa,usa
455,usa,usa
456,usa,usa
457,canada,usa
458,usa,usa
459,uk,france
460,usa,usa
461,west-germany,usa
462,usa,usa
463,usa,usa
464,uk,uk
465,usa,usa
466,usa,usa
467,usa,usa
468,usa,usa
469,usa,usa
470,usa,usa
471,usa,usa
472,usa,usa
473,usa,usa
474,usa,usa
475,usa,usa
476,usa,usa
477,usa,usa
478,usa,usa
479,usa,usa
480,uk,uk
481,canada,usa
482,usa,usa
483,usa,usa
484,uk,uk
485,uk,uk
486,usa,usa
487,usa,usa
488,japan,japan
489,usa,usa
490,usa,usa
491,usa,usa
492,usa,usa
493,japan,usa
494,usa,usa
495,usa,usa
496,usa,usa
497,usa,usa
498,usa,usa
499,usa,usa
500,usa,usa
501,usa,usa
502,usa,usa
503,uk,uk
504,usa,usa
505,usa,usa
506,usa,usa
507,usa,usa
508,usa,usa
509,usa,usa
510,usa,usa
511,west-germany,usa
512,france,france
513,usa,usa
514,usa,usa
515,usa,usa
516,usa,usa
517,usa,usa
518,usa,usa
519,usa,usa
520,usa,usa
521,usa,usa
522,uk,uk
523,usa,usa
524,usa,usa
525,canada,usa
526,usa,usa
527,usa,usa
528,usa,usa
529,usa,usa
530,usa,usa
531,usa,usa
532,usa,usa
533,usa,usa
534,usa,usa
535,usa,usa
536,usa,usa
537,usa,usa
538,usa,usa
539,france,france
540,west-germany,west-germany
541,usa,usa
542,usa,usa
543,usa,usa
544,usa,usa
545,usa,usa
546,uk,uk
547,usa,usa
548,usa,usa
549,usa,usa
550,usa,usa
551,usa,usa
552,usa,usa
553,usa,usa
554,usa,usa
555,usa,usa
556,usa,usa
557,usa,usa
558,usa,usa
559,usa,usa
560,usa,usa
561,usa,usa
562,usa,usa
563,usa,usa
564,usa,usa
565,canada,usa
566,france,france
567,usa,usa
568,usa,usa
569,france,usa
570,usa,usa
571,japan,japan
572,canada,usa
573,usa,usa
574,japan,japan
575,usa,usa
576,usa,usa
577,usa,usa
578,usa,usa
579,usa,usa
580,usa,usa
581,usa,usa
582,usa,usa
583,usa,usa
584,usa,usa
585,usa,usa
586,usa,usa
587,usa,usa
588,usa,usa
589,usa,usa
590,usa,usa
591,usa,usa
592,uk,uk
593,usa,usa
594,usa,usa
595,usa,usa
596,usa,usa
597,uk,uk
598,uk,uk
599,canada,canada
600,usa,usa
601,usa,usa
602,usa,usa
603,usa,usa
604,usa,usa
605,usa,usa
606,usa,usa
607,usa,usa
608,usa,usa
609,usa,usa
610,usa,usa
611,usa,usa
612,usa,usa
613,usa,usa
614,canada,usa
615,usa,usa
616,usa,usa
617,usa,usa
618,uk,uk
619,japan,japan
620,usa,usa
621,usa,usa
622,usa,usa
623,canada,usa
624,usa,usa
625,usa,usa
626,usa,usa
627,usa,usa
628,usa,usa
629,usa,usa
630,usa,usa
631,usa,usa
632,usa,usa
633,usa,usa
634,usa,usa
635,canada,usa
636,usa,usa
637,usa,usa
638,usa,usa
639,usa,usa
640,usa,usa
641,usa,usa
642,usa,usa
643,usa,usa
644,usa,usa
645,uk,uk
646,usa,usa
647,uk,uk
648,japan,japan
649,uk,uk
650,usa,usa
651,usa,usa
652,usa,usa
653,usa,usa
654,japan,usa
655,usa,usa
656,usa,usa
657,usa,usa
658,west-germany,west-germany
659,usa,usa
660,uk,uk
661,japan,japan
662,usa,usa
663,west-germany,usa
664,usa,usa
665,usa,usa
666,usa,usa
667,usa,usa
668,usa,usa
669,usa,usa
670,usa,usa
671,usa,usa
672,usa,usa
673,uk,uk
674,usa,usa
675,usa,usa
676,usa,usa
677,usa,usa
678,usa,usa
679,usa,usa
680,usa,usa
681,usa,usa
682,usa,usa
683,usa,usa
684,usa,usa
685,usa,usa
686,usa,usa
687,usa,usa
688,usa,usa
689,usa,usa
690,usa,usa
691,usa,usa
692,usa,usa
693,uk,uk
694,usa,usa
695,usa,usa
696,usa,usa
697,usa,usa
698,usa,usa
699,usa,usa
700,usa,usa
701,usa,usa
702,usa,usa
703,usa,usa
704,usa,usa
705,west-germany,west-germany
706,usa,usa
707,usa,usa
708,usa,usa
709,west-germany,usa
710,japan,japan
711,usa,usa
712,usa,usa
713,usa,japan
714,japan,usa
715,usa,usa
716,usa,usa
717,usa,usa
718,usa,canada
719,uk,uk
720,usa,usa
721,uk,usa
722,usa,usa
723,uk,uk
724,usa,usa
725,usa,usa
726,japan,japan
727,usa,usa
728,usa,usa
729,uk,usa
730,usa,usa
731,usa,usa
732,uk,uk
733,usa,usa
734,usa,usa
735,usa,usa
736,usa,usa
737,usa,usa
738,usa,usa
739,japan,japan
740,usa,usa
741,usa,usa
742,usa,usa
743,usa,usa
744,usa,usa
745,japan,japan
746,usa,usa
747,japan,japan
748,usa,usa
749,usa,usa
750,usa,canada
751,canada,usa
752,uk,uk
753,usa,usa
754,usa,usa
755,usa,usa
756,uk,uk
757,usa,usa
758,usa,usa
759,uk,uk
760,canada,canada
761,canada,canada
762,usa,usa
763,canada,canada
764,usa,usa
765,usa,usa
766,usa,usa
767,japan,japan
768,usa,usa
769,usa,usa
770,usa,usa
771,usa,usa
772,usa,usa
773,usa,usa
774,usa,usa
775,usa,usa
776,usa,usa
777,uk,uk
778,usa,usa
779,usa,usa
780,usa,usa
781,usa,usa
782,canada,canada
783,usa,usa
784,usa,usa
785,usa,usa
786,uk,uk
787,japan,usa
788,usa,usa
789,usa,usa
790,usa,usa
791,usa,usa
792,usa,usa
793,uk,usa
794,canada,canada
795,uk,uk
796,usa,usa
797,usa,usa
798,usa,usa
799,usa,usa
800,usa,usa
801,usa,usa
802,usa,usa
803,japan,usa
804,usa,usa
805,usa,usa
806,usa,usa
807,uk,uk
808,usa,usa
809,usa,usa
810,usa,usa
811,usa,usa
812,usa,usa
813,japan,usa
814,japan,usa
815,usa,usa
816,usa,usa
817,usa,usa
818,canada,usa
819,usa,usa
820,usa,usa
821,usa,usa
822,usa,usa
823,usa,usa
824,usa,usa
825,usa,usa
826,usa,usa
827,usa,usa
828,usa,usa
829,usa,usa
830,usa,usa
831,usa,usa
832,uk,uk
833,canada,usa
834,usa,usa
835,usa,usa
836,canada,usa
837,usa,usa
838,usa,usa
839,usa,usa
840,usa,usa
841,usa,usa
842,usa,usa
843,usa,usa
844,usa,usa
845,japan,japan
846,usa,usa
847,usa,usa
848,usa,uk
849,usa,usa
850,usa,usa
851,usa,usa
852,usa,usa
853,canada,canada
854,japan,japan
855,uk,uk
856,usa,usa
857,west-germany,west-germany
858,usa,usa
859,usa,usa
860,usa,japan
861,usa,usa
862,usa,usa
863,usa,usa
864,usa,usa
865,usa,usa
866,usa,usa
867,usa,usa
868,usa,usa
869,usa,usa
870,uk,uk
871,usa,usa
872,usa,usa
873,usa,usa
874,west-germany,west-germany
875,usa,usa
876,usa,usa
877,usa,usa
878,canada,canada
879,usa,usa
880,usa,usa
881,usa,usa
882,usa,usa
883,uk,uk
884,japan,japan
885,usa,usa
886,usa,usa
887,usa,usa
888,usa,usa
889,usa,usa
890,usa,usa
891,usa,usa
892,usa,usa
893,usa,usa
894,usa,japan
895,usa,usa
896,usa,usa
897,usa,usa
898,usa,usa
899,usa,usa
900,usa,usa
901,usa,usa
902,usa,usa
903,usa,usa
904,usa,usa
905,usa,usa
906,usa,usa
907,uk,uk
908,usa,usa
909,usa,usa
910,usa,usa
911,canada,usa
912,usa,usa
913,usa,usa
914,usa,usa
915,usa,usa
916,usa,usa
917,usa,usa
918,usa,usa
919,usa,usa
920,west-germany,west-germany
921,usa,usa
922,canada,canada
923,usa,usa
924,canada,canada
925,usa,usa
926,usa,usa
927,usa,usa
928,usa,usa
929,usa,usa
930,usa,usa
931,japan,japan
932,usa,usa
933,usa,usa
934,usa,usa
935,uk,uk
936,usa,usa
937,usa,usa
938,usa,usa
939,usa,usa
940,usa,usa
941,uk,usa
942,usa,usa
943,usa,usa
944,usa,usa
945,usa,usa
946,canada,canada
947,usa,usa
948,usa,usa
949,usa,usa
950,usa,usa
951,usa,usa
952,usa,usa
953,usa,usa
954,usa,usa
955,usa,usa
956,france,france
957,france,france
958,usa,usa
959,usa,usa
960,usa,usa
961,usa,usa
962,usa,usa
963,uk,uk
964,usa,usa
965,usa,usa
966,usa,usa
967,uk,usa
968,usa,usa
969,usa,usa
970,usa,usa
971,usa,usa
972,usa,usa
973,usa,usa
974,usa,usa
975,japan,japan
976,usa,usa
977,usa,usa
978,usa,usa
979,canada,canada
980,usa,usa
981,usa,usa
982,usa,usa
983,uk,uk
984,usa,usa
985,usa,usa
986,canada,usa
987,uk,usa
988,japan,japan
989,usa,usa
990,usa,usa
991,usa,uk
992,usa,usa
993,usa,usa
994,canada,usa
995,usa,usa
996,usa,usa
997,usa,usa
998,japan,usa
999,usa,usa
1000,usa,usa
1001,japan,japan
1002,usa,usa
1003,usa,usa
1004,canada,usa
1005,usa,usa
1006,usa,usa
1007,usa,usa
1008,uk,uk
1009,usa,usa
1010,usa,usa
1011,usa,usa
1012,usa,usa
1013,usa,usa
1014,uk,france
1015,canada,usa
1016,usa,usa
1017,usa,usa
1018,usa,usa
1019,usa,usa
1020,usa,usa
1021,usa,usa
1022,usa,usa
1023,usa,usa
1024,usa,usa
1025,usa,usa
1026,usa,usa
1027,usa,usa
1028,usa,usa
1029,usa,west-germany
1030,usa,usa
1031,usa,usa
1032,usa,usa
1033,usa,usa
1034,usa,usa
1035,usa,usa
1036,usa,usa
1037,usa,usa
1038,usa,usa
1039,uk,usa
1040,usa,usa
1041,usa,usa
1042,usa,usa
1043,usa,usa
1044,france,france
1045,usa,usa
1046,usa,usa
1047,usa,usa
1048,west-germany,usa
1049,usa,usa
1050,usa,usa
1051,japan,japan
1052,usa,usa
1053,usa,usa
1054,usa,usa
1055,uk,uk
1056,usa,usa
1057,usa,usa
1058,usa,usa
1059,usa,usa
1060,usa,usa
1061,usa,usa
1062,usa,usa
1063,japan,uk
1064,usa,usa
1065,usa,france
1066,usa,usa
1067,uk,usa
1068,uk,uk
1069,usa,usa
1070,usa,usa
1071,usa,usa
1072,usa,usa
1073,usa,usa
1074,usa,usa
1075,usa,usa
1076,usa,usa
1077,canada,usa
1078,usa,usa
1079,usa,usa
1080,usa,usa
1081,usa,usa
1082,usa,usa
1083,canada,usa
1084,usa,usa
1085,canada,canada
1086,uk,uk
1087,usa,usa
1088,usa,usa
1089,usa,usa
1090,usa,usa
1091,west-germany,usa
1092,usa,usa
1093,usa,usa
1094,usa,usa
1095,usa,usa
1096,usa,usa
1097,usa,usa
1098,usa,usa
1099,usa,usa
1100,usa,usa
1101,usa,usa
1102,usa,usa
1103,usa,usa
1104,usa,usa
1105,japan,japan
1106,canada,canada
1107,uk,usa
1108,usa,usa
1109,usa,usa
1110,usa,usa
1111,usa,usa
1112,japan,japan
1113,uk,usa
1114,usa,usa
1115,usa,usa
1116,usa,usa
1117,canada,usa
1118,japan,japan
1119,japan,japan
1120,usa,usa
1121,usa,usa
1122,usa,usa
1123,usa,usa
1124,usa,usa
1125,usa,usa
1126,usa,usa
1127,usa,usa
1128,usa,usa
1129,usa,usa
1130,usa,usa
1131,usa,usa
1132,usa,usa
1133,usa,usa
1134,usa,usa
1135,usa,usa
1136,usa,usa
1137,usa,usa
1138,usa,usa
1139,usa,usa
1140,usa,usa
1141,usa,usa
1142,usa,usa
1143,usa,usa
1144,usa,usa
1145,usa,usa
1146,canada,usa
1147,usa,usa
1148,usa,usa
1149,usa,usa
1150,japan,japan
1151,usa,usa
1152,usa,usa
1153,usa,usa
1154,usa,usa
1155,usa,usa
1156,usa,usa
1157,france,france
1158,usa,usa
1159,canada,usa
1160,usa,usa
1161,usa,usa
1162,canada,usa
1163,japan,japan
1164,usa,usa
1165,usa,usa
1166,usa,usa
1167,france,france
1168,usa,usa
1169,usa,usa
1170,usa,usa
1171,canada,usa
1172,usa,usa
1173,usa,usa
1174,canada,usa
1175,canada,usa
1176,usa,usa
1177,usa,usa
1178,usa,usa
1179,usa,usa
1180,usa,usa
1181,usa,usa
1182,japan,japan
1183,usa,usa
1184,usa,usa
1185,usa,usa
1186,usa,usa
1187,usa,usa
1188,japan,usa
1189,usa,usa
1190,usa,usa
1191,usa,usa
1192,usa,usa
1193,canada,canada
1194,canada,usa
1195,usa,usa
1196,usa,usa
1197,uk,usa
1198,usa,usa
1199,usa,usa
1200,usa,usa
1201,uk,uk
1202,canada,canada
1203,usa,usa
1204,usa,usa
1205,usa,usa
1206,usa,usa
1207,usa,usa
1208,usa,usa
1209,usa,usa
1210,usa,canada
1211,usa,uk
1212,usa,usa
1213,usa,usa
1214,usa,usa
1215,usa,usa
1216,usa,usa
1217,usa,usa
1218,usa,usa
1219,usa,usa
1220,uk,uk
1221,usa,usa
1222,usa,usa
1223,usa,usa
1224,usa,usa
1225,usa,usa
1226,usa,usa
1227,usa,usa
1228,usa,usa
1229,uk,uk
1230,usa,usa
1231,usa,usa
1232,usa,usa
1233,usa,usa
1234,canada,usa
1235,japan,usa
1236,west-germany,west-germany
1237,usa,usa
1238,usa,usa
1239,usa,usa
1240,usa,usa
1241,usa,usa
1242,usa,usa
1243,canada,usa
1244,usa,usa
1245,uk,uk
1246,canada,usa
1247,uk,uk
1248,usa,usa
1249,usa,usa
1250,canada,canada
1251,usa,usa
1252,canada,canada
1253,usa,usa
1254,usa,usa
1255,usa,usa
1256,usa,usa
1257,usa,usa
1258,usa,usa
1259,usa,usa
1260,japan,japan
1261,usa,usa
1262,uk,uk
1263,usa,usa
1264,usa,usa
1265,usa,usa
1266,usa,usa
1267,usa,usa
1268,usa,usa
1269,usa,usa
1270,usa,usa
1271,usa,usa
1272,usa,usa
1273,france,france
1274,usa,usa
1275,usa,usa
1276,west-germany,west-germany
1277,usa,usa
1278,usa,usa
1279,west-germany,west-germany
1280,usa,usa
1281,usa,usa
1282,usa,usa
1283,usa,usa
1284,usa,usa
1285,usa,usa
1286,usa,usa
1287,usa,usa
1288,usa,usa
1289,usa,usa
1290,usa,japan
1291,usa,usa
1292,usa,usa
1293,usa,usa
1294,canada,usa
1295,france,france
1296,usa,usa
1297,usa,usa
1298,usa,usa
1299,usa,usa
1300,uk,uk
1301,usa,usa
1302,usa,usa
1303,usa,usa
1304,usa,usa
1305,usa,usa
1306,japan,japan
1307,usa,usa
1308,usa,usa
1309,usa,usa
1310,uk,usa
1311,usa,usa
1312,usa,usa
1313,uk,uk
1314,france,usa
1315,usa,usa
1316,usa,usa
1317,usa,usa
1318,usa,usa
1319,uk,usa
1320,usa,usa
1321,canada,usa
1322,uk,uk
1323,usa,usa
1324,usa,usa
1325,japan,japan
1326,usa,uk
1327,usa,usa
1328,usa,usa
1329,usa,usa
1330,usa,usa
1331,usa,usa
1332,usa,usa
1333,usa,usa
1334,canada,usa
1335,usa,usa
1336,canada,usa
1337,usa,usa
1338,usa,usa
1339,usa,usa
1340,usa,usa
1341,usa,usa
1342,west-germany,west-germany
1343,usa,usa
1344,usa,usa
1345,usa,usa
1346,usa,usa
1347,usa,usa
1348,usa,usa
1349,usa,uk
1350,usa,usa
1351,usa,usa
1352,usa,usa
1353,japan,japan
1354,usa,usa
1355,west-germany,usa
1356,west-germany,uk
1357,usa,usa
1358,usa,usa
1359,usa,usa
1360,usa,usa
1361,west-germany,japan
1362,canada,usa
1363,usa,usa
1364,usa,usa
1365,japan,usa
1366,uk,usa
1367,usa,usa
1368,usa,usa
1369,usa,usa
1370,usa,usa
1371,usa,usa
1372,usa,usa
1373,usa,usa
1374,usa,usa
1375,usa,usa
1376,france,france
1377,usa,usa
1378,usa,usa
1379,usa,usa
1380,west-germany,usa
1381,uk,usa
1382,usa,usa
1383,france,usa
1384,usa,usa
1385,usa,usa
1386,usa,usa
1387,uk,uk
1388,uk,uk
1389,west-germany,japan
1390,usa,usa
1391,usa,usa
1392,usa,usa
1393,usa,usa
1394,usa,usa
1395,usa,usa
1396,usa,usa
1397,france,france
1398,japan,japan
1399,usa,usa
1400,usa,usa
1401,usa,usa
1402,usa,usa
1403,usa,usa
1404,usa,usa
1405,usa,usa
1406,usa,usa
1407,usa,usa
1408,usa,usa
1409,usa,usa
1410,usa,usa
1411,usa,usa
1412,west-germany,usa
1413,japan,japan
1414,usa,usa
1415,usa,usa
1416,usa,usa
1417,usa,usa
1418,usa,usa
1419,usa,usa
1420,usa,usa
1421,usa,usa
1422,uk,uk
1423,usa,usa
1424,usa,usa
1425,usa,usa
1426,usa,usa
1427,usa,usa
1428,usa,usa
1429,usa,usa
1430,usa,usa
1431,usa,usa
1432,uk,uk
1433,usa,usa
1434,france,france
1435,usa,usa
1436,usa,usa
1437,usa,usa
1438,usa,usa
1439,usa,usa
1440,usa,usa
1441,usa,usa
1442,usa,usa
1443,west-germany,west-germany
1444,usa,usa
1445,usa,usa
1446,usa,usa
1447,uk,uk
1448,usa,usa
1449,usa,usa
1450,west-germany,west-germany
1451,usa,usa
1452,usa,usa
1453,usa,usa
1454,usa,usa
1455,usa,usa
1456,usa,usa
1457,usa,usa
1458,usa,usa
1459,uk,uk
1460,uk,uk
1461,usa,usa
1462,usa,usa
1463,usa,usa
1464,usa,usa
1465,usa,usa
1466,usa,usa
1467,canada,canada
1468,usa,usa
1469,usa,usa
1470,usa,usa
1471,usa,usa
1472,usa,usa
1473,japan,japan
1474,usa,usa
1475,usa,usa
1476,usa,usa
1477,usa,usa
1478,usa,usa
1479,usa,usa
1480,usa,usa
1481,usa,usa
1482,usa,usa
1483,usa,usa
1484,canada,usa
1485,usa,usa
1486,canada,canada
1487,uk,uk
1488,usa,usa
1489,usa,usa
1490,usa,usa
1491,canada,usa
1492,japan,japan
1493,usa,usa
1494,usa,usa
1495,uk,uk
1496,japan,usa
1497,usa,usa
1498,usa,usa
1499,usa,usa
1500,usa,usa
1501,usa,usa
1502,usa,usa
1503,usa,usa
1504,usa,usa
1505,uk,uk
1506,usa,usa
1507,canada,usa
1508,usa,usa
1509,usa,usa
1510,usa,usa
1511,west-germany,west-germany
1512,usa,usa
1513,usa,usa
1514,usa,usa
1515,usa,usa
1516,usa,usa
1517,usa,usa
1518,usa,usa
1519,usa,usa
1520,usa,usa
1521,usa,usa
1522,canada,usa
1523,usa,usa
1524,uk,uk
1525,usa,usa
1526,usa,japan
1527,uk,uk
1528,usa,usa
1529,usa,usa
1530,uk,uk
1531,west-germany,usa
1532,usa,usa
1533,usa,usa
1534,uk,uk
1535,usa,usa
1536,usa,usa
1537,usa,usa
1538,uk,uk
1539,uk,usa
1540,usa,usa
1541,usa,usa
1542,usa,usa
1543,usa,usa
1544,usa,usa
1545,usa,usa
1546,usa,usa
1547,usa,usa
1548,usa,usa
1549,usa,usa
1550,canada,canada
1551,uk,uk
1552,usa,usa
1553,usa,usa
1554,usa,usa
1555,usa,usa
1556,usa,usa
1557,canada,usa
1558,usa,usa
1559,usa,usa
1560,usa,usa
1561,usa,usa
1562,usa,usa
1563,canada,usa
1564,usa,usa
1565,west-germany,west-germany
1566,usa,canada
1567,west-germany,usa
1568,usa,usa
1569,usa,usa
1570,usa,usa
1571,usa,usa
1572,usa,usa
1573,west-germany,west-germany
1574,usa,usa
1575,usa,usa
1576,usa,usa
1577,usa,usa
1578,canada,canada
1579,japan,japan
1580,usa,usa
1581,usa,usa
1582,usa,usa
1583,usa,usa
1584,usa,usa
1585,usa,usa
1586,usa,usa
1587,usa,usa
1588,usa,usa
1589,usa,usa
1590,usa,usa
1591,usa,usa
1592,usa,usa
1593,usa,usa
1594,usa,usa
1595,usa,usa
1596,usa,usa
1597,usa,usa
1598,uk,usa
1599,usa,usa
1600,uk,uk
1601,usa,usa
1602,usa,usa
1603,usa,usa
1604,usa,usa
1605,canada,usa
1606,usa,usa
1607,usa,usa
1608,usa,usa
1609,usa,usa
1610,uk,usa
1611,usa,usa
1612,usa,usa
1613,france,usa
1614,usa,usa
1615,west-germany,usa
1616,west-germany,usa
1617,usa,usa
1618,usa,usa
1619,usa,usa
1620,usa,usa
1621,usa,usa
1622,usa,usa
1623,usa,usa
1624,usa,usa
1625,usa,usa
1626,usa,usa
1627,usa,usa
1628,usa,usa
1629,usa,usa
1630,usa,usa
1631,uk,uk
1632,usa,uk
1633,usa,usa
1634,usa,usa
1635,usa,usa
1636,uk,uk
1637,usa,usa
1638,usa,usa
1639,canada,usa
1640,usa,usa
1641,usa,usa
1642,usa,usa
1643,usa,usa
1644,usa,usa
1645,uk,uk
1646,uk,usa
1647,usa,usa
1648,usa,usa
1649,usa,usa
1650,usa,usa
1651,usa,usa
1652,usa,usa
1653,japan,usa
1654,uk,usa
1655,usa,usa
1656,uk,uk
