Sample index,Actual category,Classification result
146,west-germany,usa
147,west-germany,usa
148,west-germany,usa
149,japan,usa
150,japan,japan
151,uk,uk
152,west-germany,west-germany
153,france,france
154,uk,uk
155,uk,uk
156,uk,uk
157,japan,japan
158,uk,uk
159,uk,uk
160,west-germany,usa
161,uk,usa
162,japan,usa
163,japan,japan
164,uk,usa
165,france,france
166,uk,uk
167,uk,uk
168,uk,uk
169,uk,usa
170,west-germany,usa
171,uk,usa
172,uk,uk
173,west-germany,west-germany
174,uk,uk
175,japan,usa
176,west-germany,west-germany
177,west-germany,west-germany
178,uk,uk
179,japan,japan
180,west-germany,west-germany
181,west-germany,west-germany
182,france,usa
183,france,japan
184,usa,usa
185,uk,usa
186,usa,usa
187,uk,uk
188,usa,usa
189,west-germany,usa
190,canada,usa
191,usa,usa
192,uk,uk
193,usa,usa
194,usa,usa
195,france,france
196,france,france
197,usa,usa
198,canada,usa
199,usa,usa
200,usa,usa
201,usa,usa
202,uk,usa
203,japan,japan
204,usa,usa
205,usa,usa
206,usa,usa
207,usa,usa
208,uk,usa
209,usa,usa
210,usa,usa
211,uk,uk
212,west-germany,usa
213,uk,usa
214,usa,usa
215,usa,usa
216,usa,usa
217,usa,usa
218,usa,usa
219,usa,usa
220,canada,canada
221,usa,usa
222,usa,usa
223,usa,west-germany
224,usa,usa
225,usa,usa
226,usa,usa
227,usa,usa
228,usa,usa
229,usa,usa
230,usa,usa
231,uk,uk
232,usa,usa
233,usa,usa
234,usa,usa
235,usa,usa
236,usa,usa
237,usa,usa
238,usa,japan
239,usa,usa
240,usa,usa
241,usa,usa
242,usa,usa
243,usa,usa
244,canada,canada
245,usa,usa
246,usa,usa
247,usa,usa
248,usa,usa
249,usa,usa
250,usa,usa
251,usa,usa
252,france,france
253,france,usa
254,usa,usa
255,usa,usa
256,usa,usa
257,usa,usa
258,usa,usa
259,usa,usa
260,usa,usa
261,uk,usa
262,usa,usa
263,usa,usa
264,uk,usa
265,usa,uk
266,uk,uk
267,usa,usa
268,uk,usa
269,usa,usa
270,usa,usa
271,usa,usa
272,japan,japan
273,usa,usa
274,usa,usa
275,usa,usa
276,usa,usa
277,canada,usa
278,usa,usa
279,usa,usa
280,usa,usa
281,usa,usa
282,usa,usa
283,usa,usa
284,canada,canada
285,usa,usa
286,france,usa
287,usa,usa
288,usa,usa
289,canada,usa
290,uk,usa
291,canada,usa
292,usa,usa
293,uk,uk
294,usa,usa
295,canada,usa
296,usa,usa
297,usa,usa
298,usa,usa
299,usa,usa
300,usa,usa
301,usa,usa
302,canada,usa
303,usa,usa
304,uk,uk
305,uk,uk
306,usa,usa
307,usa,usa
308,usa,usa
309,france,france
310,usa,usa
311,usa,usa
312,usa,usa
313,usa,usa
314,usa,usa
315,usa,usa
316,usa,usa
317,usa,usa
318,usa,usa
319,usa,usa
320,usa,usa
321,uk,uk
322,usa,usa
323,usa,usa
324,usa,usa
325,usa,usa
326,usa,usa
327,usa,usa
328,usa,usa
329,usa,usa
330,canada,canada
331,usa,usa
332,usa,usa
333,usa,usa
334,usa,usa
335,usa,usa
336,usa,usa
337,canada,canada
338,usa,usa
339,canada,canada
340,usa,canada
341,usa,usa
342,usa,usa
343,usa,usa
344,usa,usa
345,usa,usa
346,usa,usa
347,usa,usa
348,usa,usa
349,usa,usa
350,usa,usa
351,usa,usa
352,usa,usa
353,usa,usa
354,usa,usa
355,usa,usa
356,usa,usa
357,usa,usa
358,usa,usa
359,usa,usa
360,usa,usa
361,usa,usa
362,canada,usa
363,canada,usa
364,uk,usa
365,uk,usa
366,uk,uk
367,west-germany,west-germany
368,uk,uk
369,japan,france
370,uk,usa
371,uk,uk
372,uk,uk
373,japan,japan
374,japan,usa
375,uk,uk
376,japan,usa
377,uk,uk
378,usa,usa
379,west-germany,usa
380,west-germany,japan
381,uk,uk
382,uk,usa
383,uk,uk
384,france,usa
385,japan,usa
386,west-germany,usa
387,west-germany,usa
388,uk,uk
389,usa,usa
390,uk,uk
391,uk,uk
392,japan,usa
393,usa,usa
394,uk,uk
395,usa,usa
396,usa,usa
397,usa,usa
398,usa,usa
399,canada,canada
400,japan,japan
401,usa,usa
402,usa,usa
403,uk,uk
404,west-germany,west-germany
405,uk,uk
406,usa,usa
407,usa,usa
408,usa,usa
409,usa,usa
410,west-germany,west-germany
411,canada,usa
412,usa,usa
413,usa,usa
414,canada,usa
415,usa,usa
416,canada,canada
417,usa,usa
418,usa,usa
419,usa,usa
420,usa,usa
421,usa,usa
422,usa,usa
423,usa,usa
424,usa,canada
425,usa,usa
426,west-germany,usa
427,japan,usa
428,usa,usa
429,canada,usa
430,usa,usa
431,usa,usa
432,usa,usa
433,usa,usa
434,usa,usa
435,usa,usa
436,usa,usa
437,usa,usa
438,usa,usa
439,usa,usa
440,usa,usa
441,usa,usa
442,usa,usa
443,usa,usa
444,usa,usa
445,usa,usa
446,usa,usa
447,usa,usa
448,usa,usa
449,usa,usa
450,usa,usa
451,usa,usa
452,usa,usa
453,usa,usa
454,usa,usa
455,usa,usa
456,usa,usa
457,usa,usa
458,usa,usa
459,usa,usa
460,usa,usa
461,usa,usa
462,usa,usa
463,usa,usa
464,canada,usa
465,usa,usa
466,usa,usa
467,usa,usa
468,usa,usa
469,usa,usa
470,usa,usa
471,usa,usa
472,usa,usa
473,usa,usa
474,usa,usa
475,france,france
476,usa,usa
477,usa,usa
478,usa,usa
479,usa,usa
480,usa,usa
481,usa,usa
482,usa,usa
483,usa,usa
484,usa,usa
485,usa,usa
486,usa,usa
487,usa,usa
488,usa,usa
489,usa,usa
490,usa,usa
491,canada,usa
492,usa,usa
493,usa,usa
494,usa,usa
495,usa,usa
496,uk,uk
497,usa,usa
498,usa,usa
499,usa,usa
500,usa,usa
501,usa,usa
502,usa,usa
503,usa,usa
504,usa,usa
505,usa,usa
506,canada,usa
507,usa,usa
508,usa,usa
509,usa,usa
510,canada,usa
511,usa,usa
512,usa,usa
513,usa,usa
514,usa,usa
515,usa,usa
516,usa,usa
517,canada,usa
518,canada,usa
519,usa,usa
520,usa,usa
521,usa,usa
522,usa,usa
523,usa,usa
524,canada,canada
525,usa,usa
526,usa,usa
527,usa,usa
528,usa,usa
529,canada,canada
530,usa,usa
531,usa,usa
532,usa,usa
533,usa,usa
534,usa,usa
535,usa,usa
536,usa,usa
537,usa,usa
538,usa,usa
539,usa,usa
540,usa,usa
541,usa,usa
542,usa,usa
543,usa,usa
544,canada,canada
545,usa,usa
546,usa,usa
547,usa,usa
548,usa,usa
549,usa,usa
550,usa,usa
551,usa,usa
552,uk,usa
553,usa,usa
554,usa,usa
555,france,france
556,usa,usa
557,usa,usa
558,usa,usa
559,usa,usa
560,usa,usa
561,usa,usa
562,usa,usa
563,usa,usa
564,usa,usa
565,usa,usa
566,usa,usa
567,france,france
568,usa,usa
569,usa,usa
570,usa,usa
571,usa,usa
572,usa,usa
573,usa,usa
574,usa,usa
575,usa,usa
576,usa,usa
577,usa,usa
578,usa,usa
579,usa,usa
580,usa,usa
581,canada,usa
582,canada,usa
583,usa,usa
584,usa,usa
585,usa,usa
586,usa,usa
587,usa,usa
588,france,france
589,usa,canada
590,usa,usa
591,usa,usa
592,usa,usa
593,usa,usa
594,canada,usa
595,usa,usa
596,usa,usa
597,usa,usa
598,usa,usa
599,usa,usa
600,usa,usa
601,usa,usa
602,usa,usa
603,usa,usa
604,canada,canada
605,usa,canada
606,usa,usa
607,usa,usa
608,usa,usa
609,usa,usa
610,usa,usa
611,usa,usa
612,usa,usa
613,usa,usa
614,usa,usa
615,usa,usa
616,usa,usa
617,usa,usa
618,usa,usa
619,usa,usa
620,usa,usa
621,usa,usa
622,usa,usa
623,usa,usa
624,usa,usa
625,usa,usa
626,usa,usa
627,usa,usa
628,usa,usa
629,usa,usa
630,usa,usa
631,usa,usa
632,usa,usa
633,usa,usa
634,usa,usa
635,usa,usa
636,usa,usa
637,usa,usa
638,usa,usa
639,usa,usa
640,canada,canada
641,usa,usa
642,usa,usa
643,usa,usa
644,usa,usa
645,usa,usa
646,usa,usa
647,usa,usa
648,usa,usa
649,usa,usa
650,usa,usa
651,usa,usa
652,usa,usa
653,usa,usa
654,usa,usa
655,canada,canada
656,usa,usa
657,canada,canada
658,usa,uk
659,usa,usa
660,usa,usa
661,usa,usa
662,usa,usa
663,usa,usa
664,usa,usa
665,usa,usa
666,usa,usa
667,usa,usa
668,usa,usa
669,usa,usa
670,usa,usa
671,usa,usa
672,usa,usa
673,usa,usa
674,usa,usa
675,usa,usa
676,usa,usa
677,usa,usa
678,usa,usa
679,usa,usa
680,usa,usa
681,usa,usa
682,usa,usa
683,usa,usa
684,usa,usa
685,usa,usa
686,usa,usa
687,usa,usa
688,usa,usa
689,usa,usa
690,usa,usa
691,usa,usa
692,usa,usa
693,usa,usa
694,usa,usa
695,usa,usa
696,west-germany,usa
697,usa,usa
698,france,france
699,france,usa
700,west-germany,west-germany
701,usa,usa
702,uk,uk
703,usa,usa
704,usa,usa
705,france,usa
706,japan,japan
707,japan,usa
708,uk,uk
709,uk,usa
710,uk,uk
711,japan,japan
712,france,usa
713,japan,japan
714,japan,japan
715,japan,usa
716,uk,usa
717,japan,japan
718,japan,japan
719,uk,uk
720,west-germany,usa
721,japan,japan
722,uk,uk
723,france,usa
724,uk,uk
725,west-germany,usa
726,west-germany,west-germany
727,uk,uk
728,uk,uk
729,france,usa
730,west-germany,usa
731,japan,japan
732,japan,japan
733,uk,uk
734,france,usa
735,west-germany,west-germany
736,japan,japan
737,japan,japan
738,japan,uk
739,france,usa
740,uk,uk
741,west-germany,usa
742,usa,usa
743,usa,usa
744,usa,usa
745,japan,japan
746,uk,uk
747,usa,usa
748,uk,usa
749,japan,japan
750,west-germany,usa
751,usa,usa
752,usa,usa
753,usa,usa
754,usa,usa
755,usa,usa
756,usa,usa
757,usa,usa
758,usa,usa
759,usa,usa
760,usa,usa
761,usa,usa
762,usa,usa
763,usa,usa
764,usa,usa
765,usa,usa
766,usa,usa
767,uk,uk
768,uk,japan
769,usa,usa
770,uk,uk
771,canada,canada
772,usa,usa
773,usa,usa
774,usa,usa
775,usa,usa
776,usa,usa
777,usa,usa
778,usa,usa
779,canada,canada
780,usa,usa
781,usa,usa
782,usa,usa
783,usa,usa
784,france,uk
785,usa,usa
786,usa,usa
787,uk,uk
788,usa,usa
789,usa,usa
790,usa,usa
791,usa,usa
792,usa,usa
793,usa,usa
794,usa,usa
795,usa,usa
796,uk,uk
797,canada,canada
798,usa,usa
799,usa,usa
800,usa,usa
801,usa,usa
802,usa,usa
803,usa,usa
804,usa,usa
805,usa,usa
806,usa,usa
807,usa,usa
808,usa,usa
809,west-germany,usa
810,usa,usa
811,uk,uk
812,usa,japan
813,usa,usa
814,usa,usa
815,usa,usa
816,usa,usa
817,uk,uk
818,usa,usa
819,usa,usa
820,uk,uk
821,usa,usa
822,usa,usa
823,usa,usa
824,canada,usa
825,usa,usa
826,usa,usa
827,canada,usa
828,usa,usa
829,usa,usa
830,usa,usa
831,usa,usa
832,usa,usa
833,usa,usa
834,usa,usa
835,usa,usa
836,usa,usa
837,usa,usa
838,usa,usa
839,west-germany,usa
840,uk,canada
841,usa,usa
842,usa,usa
843,uk,uk
844,usa,usa
845,usa,usa
846,usa,usa
847,usa,usa
848,canada,usa
849,usa,usa
850,usa,usa
851,usa,usa
852,canada,usa
853,usa,usa
854,usa,usa
855,usa,usa
856,usa,usa
857,canada,usa
858,usa,usa
859,usa,usa
860,usa,usa
861,usa,usa
862,usa,usa
863,usa,usa
864,usa,usa
865,usa,usa
866,usa,usa
867,usa,usa
868,usa,usa
869,usa,usa
870,usa,usa
871,usa,west-germany
872,usa,usa
873,usa,usa
874,usa,usa
875,usa,usa
876,usa,usa
877,usa,uk
878,usa,usa
879,usa,canada
880,usa,usa
881,usa,usa
882,usa,usa
883,canada,usa
884,usa,usa
885,usa,usa
886,usa,usa
887,usa,usa
888,usa,usa
889,usa,usa
890,usa,usa
891,usa,usa
892,usa,usa
893,usa,usa
894,usa,usa
895,usa,usa
896,usa,usa
897,usa,usa
898,usa,usa
899,usa,usa
900,canada,usa
901,canada,usa
902,usa,usa
903,usa,usa
904,usa,usa
905,usa,usa
906,usa,usa
907,usa,usa
908,usa,usa
909,usa,usa
910,usa,usa
911,usa,usa
912,france,france
913,usa,usa
914,usa,usa
915,usa,usa
916,usa,usa
917,usa,usa
918,usa,usa
919,usa,usa
920,usa,usa
921,usa,usa
922,usa,usa
923,usa,usa
924,usa,usa
925,usa,usa
926,usa,usa
927,usa,usa
928,usa,usa
929,usa,usa
930,usa,usa
931,usa,usa
932,usa,usa
933,usa,usa
934,usa,usa
935,usa,usa
936,canada,usa
937,usa,usa
938,usa,usa
939,usa,canada
940,usa,usa
941,usa,usa
942,usa,usa
943,usa,usa
944,usa,usa
945,usa,usa
946,usa,usa
947,canada,usa
948,canada,usa
949,usa,usa
950,usa,usa
951,usa,usa
952,canada,usa
953,usa,usa
954,canada,usa
955,usa,usa
956,usa,usa
957,usa,usa
958,usa,usa
959,usa,usa
960,usa,usa
961,usa,usa
962,usa,usa
963,usa,usa
964,usa,usa
965,usa,usa
966,usa,usa
967,usa,usa
968,usa,usa
969,usa,usa
970,usa,usa
971,usa,usa
972,usa,usa
973,usa,usa
974,usa,usa
975,usa,usa
976,usa,usa
977,usa,usa
978,usa,usa
979,canada,usa
980,usa,usa
981,usa,france
982,usa,usa
983,usa,usa
984,usa,usa
985,usa,usa
986,usa,usa
987,usa,usa
988,usa,usa
989,usa,usa
990,usa,usa
991,usa,usa
992,usa,usa
993,usa,usa
994,usa,usa
995,usa,usa
996,usa,usa
997,usa,usa
998,usa,usa
999,usa,usa
1000,usa,usa
1001,usa,usa
1002,usa,usa
1003,usa,usa
1004,usa,usa
1005,canada,usa
1006,canada,usa
1007,canada,usa
1008,usa,usa
1009,usa,usa
1010,canada,usa
1011,usa,usa
1012,usa,usa
1013,usa,usa
1014,usa,usa
1015,usa,usa
1016,usa,usa
1017,usa,usa
1018,usa,usa
1019,usa,usa
1020,usa,usa
1021,usa,usa
1022,usa,usa
1023,usa,usa
1024,usa,usa
1025,canada,usa
1026,usa,usa
1027,usa,usa
1028,usa,usa
1029,usa,usa
1030,usa,usa
1031,usa,usa
1032,usa,uk
1033,usa,usa
1034,japan,japan
1035,japan,japan
1036,japan,japan
1037,japan,japan
1038,france,france
1039,usa,usa
1040,japan,japan
1041,usa,usa
1042,usa,japan
1043,uk,usa
1044,uk,uk
1045,japan,usa
1046,uk,uk
1047,west-germany,west-germany
1048,west-germany,usa
1049,uk,usa
1050,uk,uk
1051,uk,uk
1052,japan,japan
1053,uk,usa
1054,uk,uk
1055,uk,uk
1056,uk,uk
1057,japan,japan
1058,uk,uk
1059,uk,usa
1060,uk,uk
1061,japan,japan
1062,france,france
1063,france,usa
1064,japan,japan
1065,uk,uk
1066,uk,japan
1067,france,uk
1068,uk,uk
1069,uk,canada
1070,usa,usa
1071,usa,usa
1072,usa,usa
1073,japan,japan
1074,uk,uk
1075,usa,usa
1076,west-germany,usa
1077,usa,usa
1078,usa,usa
1079,usa,usa
1080,usa,usa
1081,usa,usa
1082,usa,usa
1083,west-germany,usa
1084,usa,usa
1085,usa,usa
1086,usa,usa
1087,usa,usa
1088,uk,uk
1089,canada,usa
1090,usa,usa
1091,usa,usa
1092,usa,usa
1093,usa,usa
1094,usa,usa
1095,usa,usa
1096,usa,usa
1097,usa,usa
1098,usa,usa
1099,usa,usa
1100,usa,usa
1101,usa,usa
1102,usa,usa
1103,usa,usa
1104,usa,usa
1105,canada,usa
1106,canada,usa
1107,usa,usa
1108,usa,usa
1109,canada,usa
1110,usa,usa
1111,usa,usa
1112,usa,usa
1113,usa,usa
1114,usa,usa
1115,usa,west-germany
1116,canada,usa
1117,usa,usa
1118,canada,usa
1119,usa,usa
1120,canada,usa
1121,usa,usa
1122,usa,usa
1123,usa,usa
1124,canada,usa
1125,usa,usa
1126,uk,usa
1127,canada,usa
1128,uk,usa
1129,west-germany,usa
1130,uk,usa
1131,uk,usa
1132,usa,usa
1133,usa,usa
1134,usa,usa
1135,usa,usa
1136,usa,usa
1137,usa,usa
1138,usa,usa
1139,usa,usa
1140,usa,usa
1141,usa,usa
1142,usa,usa
1143,usa,usa
1144,usa,usa
1145,usa,usa
1146,usa,usa
1147,usa,usa
1148,uk,usa
1149,usa,usa
1150,usa,usa
1151,usa,usa
1152,usa,usa
1153,usa,usa
1154,usa,usa
1155,usa,usa
1156,usa,usa
1157,canada,canada
1158,usa,usa
1159,usa,usa
1160,usa,usa
1161,usa,usa
1162,usa,usa
1163,usa,usa
1164,usa,usa
1165,usa,usa
1166,usa,usa
1167,usa,usa
1168,usa,usa
1169,usa,usa
1170,usa,usa
1171,usa,usa
1172,japan,usa
1173,usa,usa
1174,usa,usa
1175,usa,usa
1176,usa,usa
1177,usa,usa
1178,usa,usa
1179,usa,usa
1180,uk,uk
1181,usa,west-germany
1182,usa,usa
1183,usa,usa
1184,usa,usa
1185,usa,usa
1186,canada,usa
1187,usa,usa
1188,usa,usa
1189,usa,usa
1190,usa,usa
1191,usa,usa
1192,usa,usa
1193,usa,usa
1194,usa,france
1195,usa,usa
1196,usa,usa
1197,usa,usa
1198,usa,usa
1199,uk,usa
1200,usa,usa
1201,france,france
1202,usa,usa
1203,usa,usa
1204,usa,usa
1205,usa,usa
1206,usa,usa
1207,usa,usa
1208,usa,usa
1209,usa,usa
1210,usa,usa
1211,usa,usa
1212,usa,usa
1213,usa,usa
1214,usa,usa
1215,usa,usa
1216,usa,usa
1217,west-germany,west-germany
1218,usa,usa
1219,usa,usa
1220,usa,usa
1221,usa,usa
1222,usa,usa
1223,france,france
1224,canada,usa
1225,usa,usa
1226,canada,canada
1227,usa,usa
1228,usa,usa
1229,usa,usa
1230,canada,usa
1231,canada,usa
1232,usa,usa
1233,usa,usa
1234,usa,usa
1235,usa,usa
1236,usa,usa
1237,usa,usa
1238,usa,usa
1239,usa,usa
1240,usa,usa
1241,usa,usa
1242,usa,usa
1243,canada,usa
1244,usa,usa
1245,usa,usa
1246,usa,usa
1247,usa,usa
1248,usa,usa
1249,uk,usa
1250,canada,usa
1251,usa,usa
1252,usa,usa
1253,usa,usa
1254,uk,uk
1255,usa,usa
1256,usa,usa
1257,usa,usa
1258,canada,canada
1259,usa,usa
1260,usa,usa
1261,usa,usa
1262,usa,usa
1263,usa,usa
1264,usa,usa
1265,usa,usa
1266,usa,usa
1267,usa,usa
1268,usa,usa
1269,usa,usa
1270,usa,usa
1271,usa,usa
1272,usa,usa
1273,usa,usa
1274,usa,usa
1275,usa,usa
1276,usa,usa
1277,usa,usa
1278,usa,usa
1279,usa,usa
1280,uk,uk
1281,usa,usa
1282,usa,usa
1283,uk,usa
1284,usa,usa
1285,france,usa
1286,usa,usa
1287,usa,usa
1288,uk,uk
1289,usa,usa
1290,usa,usa
1291,usa,west-germany
1292,usa,usa
1293,usa,usa
1294,usa,usa
1295,usa,usa
1296,usa,usa
1297,usa,usa
1298,usa,usa
1299,usa,usa
1300,usa,usa
1301,usa,usa
1302,usa,usa
1303,usa,usa
1304,usa,usa
1305,usa,usa
1306,usa,usa
1307,usa,usa
1308,usa,usa
1309,usa,usa
1310,usa,usa
1311,usa,usa
1312,canada,usa
1313,usa,usa
1314,usa,usa
1315,usa,usa
1316,usa,usa
1317,usa,usa
1318,canada,canada
1319,usa,usa
1320,usa,usa
1321,usa,canada
1322,usa,usa
1323,usa,usa
1324,usa,usa
1325,usa,usa
1326,usa,usa
1327,france,usa
1328,usa,usa
1329,usa,usa
1330,usa,usa
1331,usa,usa
1332,usa,usa
1333,usa,usa
1334,usa,usa
1335,usa,usa
1336,usa,usa
1337,usa,usa
1338,usa,usa
1339,usa,usa
1340,usa,usa
1341,usa,usa
1342,usa,usa
1343,usa,usa
1344,usa,usa
1345,usa,usa
1346,usa,usa
1347,usa,usa
1348,canada,france
1349,usa,usa
1350,usa,usa
1351,usa,usa
1352,usa,usa
1353,usa,usa
1354,usa,usa
1355,usa,usa
1356,usa,usa
1357,usa,usa
1358,usa,usa
1359,usa,usa
1360,usa,usa
1361,usa,usa
1362,usa,usa
1363,usa,usa
1364,canada,usa
1365,canada,usa
1366,usa,usa
1367,usa,usa
1368,usa,usa
1369,usa,usa
1370,usa,usa
1371,usa,usa
1372,usa,usa
1373,canada,usa
1374,usa,usa
1375,usa,usa
1376,usa,usa
1377,usa,usa
1378,usa,usa
1379,canada,usa
1380,usa,usa
1381,usa,usa
1382,usa,usa
1383,usa,usa
1384,west-germany,west-germany
1385,japan,japan
1386,uk,uk
1387,france,france
1388,uk,uk
1389,west-germany,west-germany
1390,uk,uk
1391,uk,uk
1392,uk,uk
1393,japan,japan
1394,uk,usa
1395,japan,japan
1396,uk,uk
1397,japan,japan
1398,uk,uk
1399,uk,uk
1400,japan,japan
1401,france,france
1402,uk,uk
1403,uk,canada
1404,uk,uk
1405,uk,uk
1406,uk,usa
1407,uk,uk
1408,canada,canada
1409,japan,japan
1410,uk,uk
1411,japan,japan
1412,west-germany,usa
1413,west-germany,west-germany
1414,japan,japan
1415,japan,japan
1416,usa,usa
1417,usa,usa
1418,usa,usa
1419,usa,usa
1420,west-germany,west-germany
1421,usa,usa
1422,usa,usa
1423,usa,usa
1424,usa,usa
1425,usa,usa
1426,uk,usa
1427,usa,usa
1428,usa,usa
1429,usa,usa
1430,usa,usa
1431,usa,usa
1432,usa,usa
1433,uk,uk
1434,usa,usa
1435,usa,usa
1436,usa,usa
1437,usa,usa
1438,usa,usa
1439,usa,usa
1440,usa,usa
1441,usa,usa
1442,usa,usa
1443,usa,usa
1444,usa,usa
1445,usa,usa
1446,usa,canada
1447,usa,usa
1448,japan,japan
1449,usa,usa
1450,usa,usa
1451,usa,usa
1452,usa,usa
1453,uk,uk
1454,usa,usa
1455,usa,usa
1456,canada,usa
1457,usa,usa
1458,usa,usa
1459,canada,canada
1460,uk,uk
1461,usa,usa
1462,usa,usa
1463,usa,usa
1464,uk,uk
1465,usa,usa
1466,usa,usa
1467,uk,usa
1468,usa,usa
1469,uk,usa
1470,usa,usa
1471,usa,usa
1472,usa,usa
1473,usa,usa
1474,west-germany,usa
1475,uk,japan
1476,usa,usa
1477,west-germany,usa
1478,usa,usa
1479,france,france
1480,usa,usa
1481,usa,usa
1482,usa,usa
1483,usa,usa
1484,uk,uk
1485,usa,usa
1486,usa,usa
1487,usa,usa
1488,usa,usa
1489,usa,usa
1490,usa,usa
1491,france,france
1492,usa,usa
1493,usa,usa
1494,usa,usa
1495,usa,usa
1496,usa,usa
1497,usa,usa
1498,usa,usa
1499,usa,usa
1500,west-germany,usa
1501,usa,usa
1502,usa,usa
1503,usa,usa
1504,usa,usa
1505,usa,usa
1506,usa,usa
1507,usa,usa
1508,usa,usa
1509,usa,usa
1510,usa,usa
1511,usa,usa
1512,usa,usa
1513,usa,usa
1514,usa,usa
1515,usa,usa
1516,usa,usa
1517,usa,usa
1518,usa,usa
1519,usa,usa
1520,usa,usa
1521,usa,usa
1522,usa,usa
1523,usa,usa
1524,usa,usa
1525,usa,usa
1526,usa,usa
1527,usa,usa
1528,france,france
1529,usa,usa
1530,uk,uk
1531,usa,usa
1532,france,france
1533,canada,usa
1534,uk,uk
1535,west-germany,usa
1536,usa,usa
1537,usa,usa
1538,usa,usa
1539,usa,usa
1540,usa,usa
1541,usa,usa
1542,usa,usa
1543,canada,usa
1544,usa,usa
1545,uk,uk
1546,usa,usa
1547,usa,usa
1548,usa,usa
1549,usa,usa
1550,usa,usa
1551,usa,usa
1552,uk,uk
1553,usa,usa
1554,usa,usa
1555,usa,usa
1556,usa,usa
1557,usa,usa
1558,usa,usa
1559,usa,usa
1560,canada,usa
1561,usa,usa
1562,uk,usa
1563,usa,usa
1564,usa,usa
1565,usa,usa
1566,usa,usa
1567,usa,usa
1568,usa,usa
1569,france,usa
1570,usa,usa
1571,uk,uk
1572,usa,usa
1573,usa,usa
1574,usa,usa
1575,usa,usa
1576,france,france
1577,usa,usa
1578,usa,usa
1579,usa,japan
1580,usa,usa
1581,usa,usa
1582,usa,usa
1583,uk,usa
1584,usa,usa
1585,usa,usa
1586,usa,usa
1587,usa,usa
1588,usa,usa
1589,usa,usa
1590,usa,usa
1591,usa,usa
1592,usa,usa
1593,usa,usa
1594,usa,usa
1595,usa,usa
1596,usa,usa
1597,usa,usa
1598,usa,usa
1599,usa,usa
1600,usa,usa
1601,usa,usa
1602,usa,usa
1603,usa,usa
1604,usa,usa
1605,usa,usa
1606,usa,uk
1607,usa,usa
1608,uk,uk
1609,uk,usa
1610,uk,usa
1611,uk,usa
1612,usa,usa
1613,usa,usa
1614,usa,usa
1615,usa,usa
1616,usa,usa
1617,usa,usa
1618,usa,usa
1619,usa,usa
1620,usa,usa
1621,uk,japan
1622,usa,usa
1623,usa,usa
1624,usa,usa
1625,usa,usa
1626,canada,canada
1627,usa,usa
1628,usa,usa
1629,usa,usa
1630,usa,usa
1631,usa,usa
1632,usa,usa
1633,west-germany,west-germany
1634,usa,usa
1635,canada,usa
1636,usa,usa
1637,usa,usa
1638,usa,usa
1639,usa,usa
1640,usa,usa
1641,usa,usa
1642,usa,usa
1643,usa,usa
1644,usa,usa
1645,usa,usa
1646,usa,usa
1647,usa,usa
1648,usa,usa
1649,usa,usa
1650,usa,usa
1651,usa,usa
1652,usa,usa
1653,usa,usa
1654,usa,usa
1655,usa,usa
