Sample index,Actual category,Classification result
144,usa,usa
145,usa,usa
146,usa,usa
147,usa,usa
148,usa,usa
149,usa,usa
150,usa,usa
151,usa,usa
152,west-germany,west-germany
153,usa,usa
154,usa,usa
155,usa,usa
156,usa,usa
157,usa,usa
158,usa,usa
159,usa,usa
160,usa,usa
161,canada,usa
162,usa,usa
163,usa,usa
164,usa,usa
165,usa,usa
166,usa,usa
167,usa,usa
168,usa,usa
169,usa,usa
170,usa,usa
171,usa,usa
172,usa,usa
173,usa,usa
174,usa,usa
175,usa,usa
176,usa,usa
177,usa,usa
178,usa,usa
179,usa,usa
180,usa,usa
181,usa,usa
182,usa,usa
183,usa,usa
184,usa,usa
185,usa,usa
186,usa,usa
187,usa,usa
188,usa,usa
189,usa,usa
190,usa,usa
191,usa,usa
192,usa,usa
193,usa,usa
194,usa,usa
195,usa,usa
196,usa,usa
197,usa,canada
198,usa,usa
199,usa,usa
200,canada,usa
201,usa,usa
202,usa,usa
203,usa,usa
204,usa,usa
205,usa,usa
206,usa,usa
207,uk,uk
208,usa,usa
209,usa,usa
210,france,usa
211,canada,usa
212,usa,usa
213,canada,usa
214,canada,canada
215,usa,usa
216,usa,usa
217,usa,usa
218,usa,usa
219,usa,usa
220,usa,usa
221,usa,usa
222,usa,usa
223,usa,usa
224,usa,usa
225,usa,usa
226,usa,usa
227,usa,usa
228,canada,canada
229,usa,usa
230,usa,usa
231,usa,usa
232,usa,usa
233,canada,canada
234,usa,usa
235,canada,usa
236,usa,usa
237,usa,usa
238,uk,usa
239,usa,usa
240,usa,usa
241,usa,usa
242,usa,usa
243,usa,usa
244,usa,usa
245,canada,canada
246,usa,usa
247,usa,usa
248,usa,usa
249,usa,usa
250,usa,usa
251,usa,usa
252,uk,usa
253,usa,usa
254,usa,usa
255,usa,usa
256,usa,usa
257,usa,usa
258,usa,usa
259,usa,usa
260,usa,usa
261,usa,usa
262,usa,usa
263,usa,usa
264,usa,usa
265,canada,usa
266,usa,usa
267,usa,usa
268,usa,usa
269,usa,usa
270,usa,usa
271,usa,usa
272,usa,usa
273,usa,usa
274,usa,usa
275,usa,usa
276,usa,usa
277,usa,usa
278,usa,usa
279,usa,usa
280,usa,usa
281,canada,usa
282,usa,usa
283,canada,usa
284,usa,usa
285,usa,usa
286,usa,usa
287,usa,usa
288,usa,usa
289,usa,usa
290,usa,usa
291,usa,usa
292,usa,usa
293,usa,usa
294,usa,usa
295,usa,usa
296,usa,usa
297,usa,west-germany
298,usa,usa
299,usa,usa
300,usa,usa
301,usa,usa
302,usa,usa
303,canada,canada
304,usa,usa
305,usa,usa
306,usa,usa
307,usa,usa
308,usa,usa
309,usa,usa
310,usa,usa
311,usa,usa
312,usa,usa
313,usa,usa
314,usa,usa
315,usa,usa
316,usa,usa
317,usa,usa
318,usa,usa
319,usa,usa
320,usa,uk
321,usa,usa
322,usa,usa
323,usa,usa
324,usa,usa
325,usa,usa
326,usa,usa
327,usa,usa
328,usa,usa
329,usa,usa
330,usa,usa
331,usa,usa
332,canada,canada
333,usa,usa
334,usa,usa
335,usa,usa
336,usa,usa
337,usa,usa
338,usa,usa
339,usa,usa
340,usa,usa
341,usa,usa
342,usa,usa
343,usa,usa
344,usa,usa
345,usa,usa
346,canada,usa
347,canada,usa
348,usa,usa
349,canada,canada
350,usa,usa
351,usa,usa
352,usa,usa
353,canada,usa
354,canada,usa
355,usa,usa
356,usa,usa
357,usa,usa
358,usa,usa
359,usa,usa
360,usa,usa
361,usa,usa
362,usa,usa
363,usa,usa
364,usa,usa
365,usa,usa
366,usa,usa
367,usa,usa
368,usa,usa
369,japan,japan
370,japan,usa
371,japan,usa
372,japan,usa
373,japan,usa
374,japan,japan
375,japan,japan
376,japan,west-germany
377,west-germany,west-germany
378,japan,usa
379,uk,usa
380,west-germany,usa
381,uk,usa
382,japan,japan
383,japan,japan
384,uk,usa
385,japan,usa
386,japan,japan
387,west-germany,usa
388,uk,usa
389,japan,usa
390,uk,usa
391,west-germany,usa
392,west-germany,usa
393,west-germany,usa
394,west-germany,usa
395,usa,usa
396,usa,usa
397,usa,usa
398,usa,usa
399,usa,usa
400,usa,usa
401,usa,usa
402,usa,usa
403,usa,usa
404,uk,usa
405,uk,usa
406,usa,usa
407,usa,usa
408,usa,usa
409,usa,usa
410,usa,usa
411,usa,usa
412,usa,usa
413,usa,usa
414,usa,usa
415,usa,usa
416,usa,usa
417,usa,usa
418,uk,uk
419,usa,usa
420,usa,usa
421,usa,usa
422,west-germany,west-germany
423,usa,france
424,usa,usa
425,usa,usa
426,usa,usa
427,usa,usa
428,usa,usa
429,usa,usa
430,usa,usa
431,usa,usa
432,usa,usa
433,usa,usa
434,usa,usa
435,usa,uk
436,usa,usa
437,usa,usa
438,usa,usa
439,usa,usa
440,usa,usa
441,usa,usa
442,usa,usa
443,usa,usa
444,usa,usa
445,usa,usa
446,west-germany,usa
447,usa,usa
448,usa,usa
449,usa,usa
450,usa,usa
451,usa,usa
452,usa,usa
453,usa,usa
454,usa,usa
455,usa,usa
456,canada,usa
457,usa,usa
458,canada,usa
459,usa,usa
460,usa,usa
461,usa,usa
462,usa,usa
463,usa,usa
464,usa,usa
465,usa,usa
466,usa,usa
467,usa,usa
468,usa,usa
469,usa,usa
470,usa,usa
471,usa,usa
472,canada,usa
473,usa,usa
474,usa,usa
475,usa,usa
476,usa,usa
477,usa,usa
478,uk,uk
479,usa,usa
480,usa,usa
481,usa,usa
482,usa,usa
483,usa,usa
484,usa,usa
485,usa,usa
486,usa,usa
487,usa,usa
488,usa,usa
489,usa,usa
490,usa,usa
491,usa,usa
492,usa,usa
493,usa,usa
494,usa,usa
495,usa,usa
496,usa,usa
497,usa,usa
498,usa,usa
499,usa,usa
500,usa,usa
501,usa,usa
502,usa,usa
503,usa,usa
504,usa,usa
505,usa,usa
506,usa,usa
507,usa,usa
508,usa,usa
509,usa,usa
510,usa,usa
511,usa,usa
512,usa,usa
513,usa,usa
514,usa,usa
515,usa,usa
516,usa,usa
517,usa,usa
518,usa,usa
519,usa,usa
520,usa,usa
521,usa,usa
522,usa,usa
523,usa,usa
524,usa,usa
525,usa,usa
526,usa,usa
527,usa,usa
528,usa,usa
529,usa,usa
530,canada,canada
531,usa,usa
532,usa,usa
533,usa,usa
534,usa,usa
535,usa,usa
536,usa,usa
537,usa,usa
538,canada,usa
539,usa,usa
540,usa,usa
541,usa,usa
542,usa,usa
543,usa,usa
544,canada,usa
545,usa,usa
546,usa,usa
547,usa,usa
548,usa,usa
549,usa,usa
550,usa,usa
551,usa,usa
552,usa,usa
553,west-germany,usa
554,usa,usa
555,canada,usa
556,canada,usa
557,usa,usa
558,usa,usa
559,usa,usa
560,usa,usa
561,usa,usa
562,usa,usa
563,usa,usa
564,usa,usa
565,usa,usa
566,usa,usa
567,usa,usa
568,usa,usa
569,usa,usa
570,usa,usa
571,usa,usa
572,usa,usa
573,usa,usa
574,usa,usa
575,usa,usa
576,usa,usa
577,usa,france
578,usa,usa
579,canada,canada
580,usa,usa
581,usa,usa
582,usa,usa
583,usa,usa
584,usa,usa
585,usa,usa
586,usa,usa
587,usa,usa
588,usa,usa
589,usa,usa
590,usa,usa
591,usa,usa
592,usa,usa
593,usa,usa
594,usa,usa
595,usa,usa
596,usa,usa
597,usa,usa
598,usa,usa
599,usa,usa
600,canada,usa
601,usa,usa
602,usa,usa
603,usa,usa
604,west-germany,west-germany
605,usa,usa
606,usa,usa
607,usa,usa
608,usa,usa
609,canada,canada
610,usa,usa
611,usa,usa
612,usa,usa
613,usa,usa
614,uk,usa
615,usa,usa
616,usa,usa
617,usa,usa
618,uk,uk
619,usa,usa
620,usa,usa
621,usa,usa
622,usa,usa
623,usa,usa
624,usa,usa
625,usa,usa
626,usa,usa
627,usa,usa
628,usa,usa
629,usa,usa
630,usa,usa
631,usa,usa
632,usa,usa
633,uk,usa
634,usa,usa
635,usa,usa
636,usa,usa
637,usa,usa
638,usa,usa
639,usa,usa
640,usa,usa
641,usa,usa
642,usa,usa
643,usa,usa
644,usa,usa
645,usa,usa
646,usa,usa
647,usa,usa
648,usa,usa
649,usa,usa
650,usa,usa
651,usa,usa
652,usa,usa
653,usa,usa
654,usa,usa
655,usa,usa
656,usa,usa
657,usa,usa
658,usa,usa
659,usa,usa
660,usa,usa
661,usa,usa
662,usa,usa
663,usa,usa
664,usa,usa
665,usa,usa
666,uk,uk
667,usa,usa
668,usa,usa
669,usa,usa
670,usa,usa
671,usa,usa
672,usa,usa
673,usa,usa
674,usa,usa
675,usa,usa
676,usa,west-germany
677,usa,usa
678,usa,usa
679,usa,usa
680,usa,usa
681,usa,usa
682,usa,usa
683,usa,usa
684,usa,usa
685,usa,usa
686,usa,usa
687,usa,usa
688,usa,usa
689,usa,usa
690,usa,usa
691,usa,usa
692,usa,usa
693,usa,usa
694,usa,west-germany
695,usa,usa
696,usa,usa
697,usa,usa
698,usa,usa
699,usa,usa
700,usa,usa
701,usa,usa
702,usa,usa
703,usa,usa
704,usa,usa
705,usa,usa
706,usa,usa
707,usa,usa
708,usa,usa
709,usa,usa
710,usa,usa
711,usa,usa
712,usa,usa
713,usa,usa
714,usa,usa
715,usa,usa
716,usa,usa
717,usa,usa
718,usa,usa
719,usa,west-germany
720,usa,usa
721,usa,usa
722,usa,usa
723,usa,usa
724,usa,usa
725,usa,usa
726,usa,usa
727,usa,usa
728,usa,usa
729,usa,usa
730,usa,usa
731,usa,usa
732,usa,usa
733,usa,usa
734,usa,usa
735,usa,usa
736,usa,usa
737,usa,usa
738,usa,usa
739,usa,usa
740,usa,usa
741,usa,usa
742,usa,usa
743,usa,usa
744,usa,usa
745,usa,usa
746,west-germany,usa
747,usa,usa
748,west-germany,usa
749,uk,usa
750,usa,usa
751,usa,usa
752,usa,usa
753,usa,usa
754,usa,usa
755,usa,usa
756,usa,usa
757,usa,usa
758,usa,usa
759,usa,usa
760,usa,usa
761,usa,usa
762,usa,usa
763,usa,usa
764,usa,usa
765,usa,usa
766,canada,usa
767,usa,usa
768,usa,usa
769,usa,usa
770,usa,usa
771,usa,usa
772,usa,usa
773,usa,usa
774,usa,usa
775,usa,usa
776,usa,usa
777,usa,usa
778,usa,usa
779,usa,usa
780,usa,usa
781,usa,usa
782,usa,usa
783,usa,usa
784,france,usa
785,usa,usa
786,usa,usa
787,usa,usa
788,usa,usa
789,usa,usa
790,usa,usa
791,usa,usa
792,usa,usa
793,usa,usa
794,usa,usa
795,usa,usa
796,usa,usa
797,usa,usa
798,usa,usa
799,usa,usa
800,usa,usa
801,canada,usa
802,usa,usa
803,usa,usa
804,usa,usa
805,usa,usa
806,usa,usa
807,usa,usa
808,usa,usa
809,usa,france
810,usa,usa
811,usa,usa
812,usa,usa
813,usa,usa
814,usa,usa
815,usa,usa
816,usa,usa
817,usa,usa
818,usa,usa
819,usa,usa
820,usa,usa
821,usa,usa
822,usa,usa
823,usa,usa
824,usa,usa
825,usa,usa
826,usa,usa
827,usa,usa
828,usa,usa
829,usa,usa
830,usa,usa
831,usa,usa
832,usa,usa
833,usa,usa
834,usa,usa
835,usa,usa
836,usa,usa
837,usa,usa
838,usa,usa
839,usa,usa
840,usa,usa
841,usa,usa
842,usa,usa
843,usa,usa
844,canada,usa
845,usa,usa
846,usa,usa
847,usa,usa
848,usa,usa
849,usa,usa
850,usa,usa
851,usa,usa
852,usa,usa
853,usa,usa
854,usa,usa
855,canada,canada
856,usa,usa
857,usa,usa
858,usa,usa
859,usa,usa
860,canada,usa
861,usa,usa
862,usa,usa
863,usa,usa
864,usa,usa
865,usa,usa
866,usa,usa
867,usa,usa
868,usa,usa
869,usa,usa
870,usa,usa
871,usa,usa
872,usa,usa
873,usa,usa
874,usa,usa
875,usa,usa
876,usa,usa
877,usa,usa
878,usa,usa
879,usa,usa
880,usa,usa
881,usa,usa
882,usa,usa
883,usa,usa
884,usa,usa
885,usa,usa
886,usa,usa
887,usa,usa
888,usa,usa
889,usa,usa
890,usa,usa
891,canada,usa
892,canada,usa
893,usa,usa
894,usa,usa
895,usa,usa
896,usa,usa
897,usa,usa
898,usa,usa
899,usa,usa
900,usa,usa
901,usa,usa
902,usa,usa
903,usa,usa
904,usa,usa
905,japan,west-germany
906,japan,japan
907,usa,usa
908,usa,usa
909,usa,usa
910,usa,usa
911,usa,usa
912,usa,usa
913,canada,usa
914,usa,usa
915,usa,usa
916,usa,usa
917,usa,usa
918,canada,usa
919,usa,usa
920,usa,usa
921,usa,usa
922,usa,usa
923,usa,usa
924,usa,usa
925,usa,usa
926,usa,usa
927,usa,usa
928,usa,usa
929,usa,usa
930,usa,usa
931,usa,usa
932,usa,usa
933,usa,usa
934,canada,usa
935,usa,usa
936,usa,usa
937,usa,usa
938,usa,usa
939,canada,usa
940,usa,usa
941,usa,usa
942,usa,usa
943,usa,usa
944,usa,usa
945,usa,usa
946,usa,usa
947,usa,usa
948,usa,usa
949,usa,usa
950,usa,usa
951,usa,usa
952,usa,usa
953,usa,usa
954,usa,usa
955,usa,usa
956,usa,usa
957,usa,usa
958,usa,usa
959,usa,usa
960,usa,usa
961,usa,usa
962,canada,usa
963,usa,usa
964,usa,usa
965,usa,usa
966,usa,usa
967,usa,usa
968,usa,usa
969,usa,usa
970,usa,usa
971,usa,usa
972,usa,usa
973,usa,usa
974,usa,usa
975,usa,usa
976,usa,usa
977,usa,usa
978,usa,usa
979,usa,usa
980,usa,usa
981,usa,usa
982,usa,usa
983,usa,usa
984,usa,usa
985,canada,canada
986,usa,usa
987,usa,usa
988,usa,usa
989,usa,usa
990,usa,usa
991,usa,usa
992,usa,usa
993,usa,usa
994,canada,usa
995,canada,canada
996,usa,usa
997,usa,usa
998,usa,usa
999,usa,usa
1000,usa,usa
1001,usa,france
1002,usa,usa
1003,usa,usa
1004,uk,usa
1005,usa,usa
1006,west-germany,west-germany
1007,usa,usa
1008,usa,usa
1009,usa,usa
1010,usa,usa
1011,usa,usa
1012,usa,usa
1013,usa,usa
1014,usa,usa
1015,usa,usa
1016,usa,usa
1017,usa,usa
1018,usa,usa
1019,usa,usa
1020,usa,usa
1021,usa,usa
1022,usa,usa
1023,usa,usa
1024,usa,usa
1025,usa,usa
1026,usa,usa
1027,usa,usa
1028,usa,usa
1029,usa,usa
1030,usa,usa
1031,usa,usa
1032,usa,usa
1033,usa,usa
1034,usa,usa
1035,usa,usa
1036,usa,usa
1037,usa,usa
1038,usa,usa
1039,usa,usa
1040,usa,usa
1041,usa,usa
1042,usa,usa
1043,usa,usa
1044,usa,usa
1045,usa,usa
1046,usa,usa
1047,usa,usa
1048,usa,usa
1049,usa,usa
1050,usa,usa
1051,usa,usa
1052,canada,usa
1053,usa,usa
1054,usa,usa
1055,usa,usa
1056,usa,usa
1057,usa,usa
1058,usa,usa
1059,usa,usa
1060,usa,usa
1061,usa,usa
1062,usa,usa
1063,usa,usa
1064,usa,usa
1065,uk,usa
1066,usa,usa
1067,france,france
1068,usa,usa
1069,usa,usa
1070,usa,usa
1071,usa,usa
1072,usa,usa
1073,usa,usa
1074,usa,usa
1075,usa,usa
1076,usa,usa
1077,usa,usa
1078,usa,usa
1079,usa,usa
1080,usa,usa
1081,usa,usa
1082,usa,usa
1083,france,usa
1084,usa,usa
1085,usa,usa
1086,usa,usa
1087,usa,usa
1088,usa,usa
1089,usa,usa
1090,usa,usa
1091,usa,usa
1092,usa,usa
1093,usa,usa
1094,usa,usa
1095,usa,usa
1096,usa,usa
1097,usa,usa
1098,usa,usa
1099,usa,usa
1100,usa,usa
1101,usa,usa
1102,usa,usa
1103,usa,usa
1104,usa,usa
1105,usa,usa
1106,usa,usa
1107,usa,usa
1108,usa,usa
1109,usa,usa
1110,usa,usa
1111,usa,usa
1112,usa,usa
1113,usa,usa
1114,usa,usa
1115,usa,usa
1116,usa,usa
1117,usa,usa
1118,usa,usa
1119,usa,usa
1120,usa,usa
1121,usa,usa
1122,usa,usa
1123,usa,usa
1124,usa,usa
1125,usa,usa
1126,usa,usa
1127,usa,usa
1128,usa,usa
1129,usa,usa
1130,usa,usa
1131,usa,usa
1132,usa,usa
1133,usa,usa
1134,usa,usa
1135,uk,uk
1136,usa,japan
1137,usa,usa
1138,usa,usa
1139,usa,usa
1140,usa,usa
1141,usa,usa
1142,usa,usa
1143,usa,usa
1144,usa,usa
1145,usa,usa
1146,usa,usa
1147,usa,usa
1148,usa,usa
1149,usa,usa
1150,canada,usa
1151,usa,usa
1152,usa,usa
1153,usa,usa
1154,usa,usa
1155,usa,usa
1156,usa,usa
1157,usa,usa
1158,usa,usa
1159,usa,usa
1160,usa,usa
1161,usa,usa
1162,usa,usa
1163,usa,usa
1164,usa,usa
1165,usa,usa
1166,usa,usa
1167,usa,usa
1168,usa,usa
1169,usa,usa
1170,usa,usa
1171,usa,usa
1172,usa,usa
1173,usa,usa
1174,usa,usa
1175,usa,usa
1176,usa,usa
1177,usa,usa
1178,usa,usa
1179,usa,usa
1180,usa,usa
1181,usa,usa
1182,usa,usa
1183,usa,usa
1184,canada,canada
1185,usa,usa
1186,usa,usa
1187,usa,usa
1188,usa,usa
1189,usa,usa
1190,usa,usa
1191,usa,usa
1192,usa,usa
1193,usa,usa
1194,usa,usa
1195,usa,usa
1196,japan,japan
1197,usa,usa
1198,usa,usa
1199,west-germany,usa
1200,usa,usa
1201,usa,usa
1202,usa,usa
1203,usa,usa
1204,usa,usa
1205,usa,usa
1206,usa,usa
1207,usa,usa
1208,usa,usa
1209,usa,usa
1210,usa,usa
1211,usa,usa
1212,usa,usa
1213,usa,usa
1214,usa,usa
1215,usa,usa
1216,usa,usa
1217,west-germany,west-germany
1218,usa,usa
1219,usa,usa
1220,usa,usa
1221,canada,usa
1222,usa,usa
1223,usa,usa
1224,usa,usa
1225,usa,usa
1226,usa,usa
1227,uk,usa
1228,usa,usa
1229,usa,usa
1230,usa,usa
1231,canada,usa
1232,usa,usa
1233,usa,usa
1234,usa,usa
1235,usa,usa
1236,usa,usa
1237,uk,west-germany
1238,usa,usa
1239,usa,usa
1240,canada,canada
1241,west-germany,usa
1242,usa,usa
1243,canada,canada
1244,usa,usa
1245,usa,usa
1246,usa,usa
1247,usa,usa
1248,usa,usa
1249,usa,usa
1250,usa,usa
1251,usa,usa
1252,usa,usa
1253,usa,usa
1254,usa,usa
1255,usa,usa
1256,usa,usa
1257,usa,usa
1258,usa,usa
1259,usa,usa
1260,usa,usa
1261,usa,usa
1262,usa,usa
1263,usa,usa
1264,usa,usa
1265,usa,usa
1266,usa,usa
1267,usa,usa
1268,usa,usa
1269,usa,usa
1270,usa,usa
1271,usa,usa
1272,usa,usa
1273,usa,usa
1274,usa,usa
1275,usa,usa
1276,usa,usa
1277,usa,usa
1278,usa,usa
1279,usa,usa
1280,usa,usa
1281,usa,usa
1282,usa,usa
1283,usa,usa
1284,usa,usa
1285,usa,usa
1286,usa,usa
1287,usa,usa
1288,usa,usa
1289,usa,usa
1290,usa,usa
1291,usa,usa
1292,usa,usa
1293,usa,usa
1294,usa,usa
1295,usa,usa
1296,usa,usa
1297,usa,usa
1298,usa,usa
1299,usa,usa
1300,usa,usa
1301,usa,usa
1302,usa,usa
1303,usa,usa
1304,usa,usa
1305,usa,usa
1306,usa,usa
1307,usa,usa
1308,usa,usa
1309,usa,usa
1310,usa,usa
1311,usa,usa
1312,west-germany,usa
1313,usa,usa
1314,usa,usa
1315,usa,usa
1316,usa,usa
1317,usa,usa
1318,usa,usa
1319,west-germany,usa
1320,usa,usa
1321,usa,usa
1322,usa,usa
1323,usa,usa
1324,usa,usa
1325,usa,usa
1326,usa,usa
1327,usa,usa
1328,west-germany,usa
1329,uk,usa
1330,japan,usa
1331,west-germany,usa
1332,uk,uk
1333,uk,france
1334,uk,uk
1335,uk,usa
1336,japan,japan
1337,japan,japan
1338,japan,usa
1339,japan,japan
1340,japan,japan
1341,france,usa
1342,usa,usa
1343,japan,usa
1344,usa,usa
1345,usa,usa
