Sample index,Actual category,Classification result
331,interest,interest
332,grain,grain
333,grain,grain
334,interest,interest
335,grain,interest
336,grain,grain
337,interest,interest
338,grain,grain
339,interest,interest
340,interest,interest
341,interest,interest
342,interest,interest
343,grain,grain
344,interest,interest
345,grain,grain
346,interest,interest
347,grain,grain
348,grain,grain
349,grain,grain
350,interest,interest
351,grain,grain
352,interest,interest
353,grain,grain
354,grain,grain
355,interest,interest
356,interest,interest
357,grain,grain
358,interest,interest
359,grain,grain
360,grain,grain
361,interest,interest
362,grain,interest
363,interest,interest
364,grain,grain
365,grain,grain
366,grain,grain
367,grain,grain
368,grain,grain
369,grain,grain
370,grain,grain
371,interest,interest
372,grain,grain
373,grain,grain
374,grain,grain
375,grain,grain
376,grain,grain
377,grain,grain
378,grain,grain
379,interest,interest
380,interest,interest
381,interest,interest
382,interest,interest
383,interest,interest
384,interest,interest
385,grain,grain
386,grain,grain
387,interest,interest
388,grain,grain
389,grain,grain
390,interest,interest
391,interest,interest
392,grain,grain
393,interest,interest
394,grain,grain
395,interest,interest
396,grain,grain
397,grain,grain
398,interest,interest
399,grain,grain
400,grain,grain
401,interest,interest
402,interest,interest
403,interest,interest
404,interest,interest
405,interest,interest
406,interest,interest
407,grain,interest
408,grain,interest
409,grain,grain
410,interest,interest
411,interest,interest
412,grain,grain
413,interest,interest
414,grain,grain
415,interest,interest
416,interest,interest
417,interest,interest
418,grain,grain
419,grain,grain
420,grain,interest
421,interest,interest
422,grain,grain
423,interest,interest
424,interest,interest
425,interest,interest
426,interest,interest
427,grain,grain
428,grain,interest
429,grain,grain
430,grain,grain
431,grain,grain
432,interest,interest
433,interest,interest
434,interest,interest
435,interest,interest
436,interest,interest
437,interest,interest
438,grain,grain
439,grain,grain
440,interest,interest
441,grain,grain
442,interest,interest
443,interest,interest
444,interest,interest
445,grain,grain
446,interest,interest
447,interest,interest
448,grain,grain
449,interest,interest
450,grain,grain
451,grain,grain
452,interest,interest
453,interest,interest
454,grain,grain
455,grain,grain
456,grain,grain
457,interest,interest
458,interest,interest
459,grain,grain
460,interest,interest
461,grain,grain
462,grain,interest
463,interest,interest
464,grain,grain
465,grain,grain
466,interest,interest
467,grain,grain
468,grain,grain
469,interest,interest
470,interest,interest
471,grain,interest
472,grain,grain
473,grain,grain
474,interest,interest
475,interest,interest
476,interest,interest
477,grain,grain
478,grain,grain
479,interest,interest
480,grain,grain
481,interest,interest
482,interest,interest
483,grain,grain
484,interest,interest
485,grain,interest
486,interest,interest
487,interest,interest
488,grain,interest
489,interest,interest
490,interest,interest
491,interest,interest
492,interest,interest
493,grain,grain
494,interest,interest
495,interest,interest
496,grain,grain
497,interest,interest
498,grain,grain
499,interest,interest
500,interest,interest
501,grain,grain
502,grain,grain
503,grain,interest
504,grain,grain
505,grain,grain
506,interest,interest
507,grain,grain
508,grain,grain
509,grain,grain
510,grain,grain
511,grain,grain
512,interest,interest
513,grain,grain
514,interest,interest
515,grain,grain
516,grain,grain
517,grain,grain
518,grain,grain
519,interest,interest
520,grain,grain
521,grain,grain
522,grain,grain
523,interest,interest
524,grain,grain
525,grain,grain
526,grain,grain
527,interest,interest
528,grain,grain
529,grain,interest
530,grain,grain
531,grain,grain
532,interest,interest
533,interest,interest
534,grain,grain
535,interest,interest
536,grain,interest
537,grain,grain
538,grain,grain
539,interest,interest
540,interest,interest
541,grain,grain
542,grain,grain
543,grain,grain
544,interest,interest
545,interest,interest
546,grain,grain
547,grain,grain
548,grain,grain
549,grain,grain
550,grain,grain
551,grain,grain
552,interest,interest
553,grain,grain
554,grain,grain
555,interest,interest
556,grain,grain
557,grain,grain
558,interest,interest
559,grain,grain
560,interest,interest
561,interest,interest
562,interest,interest
563,interest,interest
564,interest,interest
565,grain,grain
566,interest,interest
567,grain,grain
568,grain,grain
569,interest,interest
570,grain,grain
571,grain,grain
572,grain,interest
573,grain,grain
574,grain,grain
575,interest,interest
576,grain,grain
577,grain,grain
578,interest,interest
579,interest,interest
580,grain,grain
581,grain,grain
582,interest,interest
583,grain,grain
584,grain,grain
585,interest,interest
586,interest,interest
587,interest,interest
588,grain,grain
589,grain,grain
590,grain,grain
591,interest,interest
592,grain,grain
593,grain,grain
594,interest,interest
595,grain,grain
596,grain,grain
597,interest,interest
598,interest,interest
599,interest,interest
