Sample index,Actual category,Classification result
206,grain,grain
207,grain,grain
208,grain,grain
209,grain,grain
210,grain,interest
211,interest,interest
212,grain,grain
213,interest,interest
214,grain,grain
215,grain,grain
216,interest,interest
217,interest,interest
218,grain,grain
219,interest,interest
220,interest,interest
221,grain,grain
222,interest,interest
223,grain,grain
224,interest,interest
225,grain,grain
226,grain,grain
227,interest,interest
228,interest,interest
229,grain,interest
230,grain,grain
231,grain,grain
232,interest,interest
233,grain,grain
234,interest,interest
235,grain,interest
236,grain,grain
237,grain,grain
238,grain,grain
239,grain,grain
240,grain,grain
241,interest,interest
242,interest,interest
243,interest,interest
244,interest,interest
245,grain,grain
246,interest,interest
247,grain,grain
248,interest,interest
249,grain,grain
250,grain,interest
251,interest,interest
252,grain,grain
253,grain,grain
254,grain,grain
255,grain,interest
256,grain,grain
257,interest,interest
258,grain,grain
259,grain,interest
260,grain,grain
261,grain,grain
262,grain,interest
263,grain,grain
264,grain,grain
265,interest,interest
266,interest,interest
267,interest,interest
268,grain,grain
269,grain,grain
270,grain,grain
271,interest,interest
272,grain,grain
273,grain,grain
274,interest,interest
275,grain,grain
276,grain,interest
277,grain,grain
278,grain,grain
279,grain,grain
280,interest,interest
281,grain,grain
282,interest,interest
283,grain,interest
284,interest,interest
285,interest,interest
286,grain,grain
287,grain,grain
288,grain,grain
289,interest,interest
290,grain,grain
291,grain,grain
292,interest,interest
293,interest,interest
294,interest,interest
295,interest,interest
296,grain,grain
297,grain,grain
298,interest,interest
299,grain,interest
300,interest,interest
301,interest,interest
302,grain,grain
303,grain,grain
304,grain,interest
305,grain,grain
306,interest,interest
307,grain,grain
308,grain,interest
309,grain,grain
310,interest,interest
311,interest,interest
312,grain,grain
313,interest,interest
314,interest,interest
315,grain,interest
316,grain,grain
317,interest,interest
318,grain,interest
319,grain,grain
320,grain,grain
321,interest,interest
322,grain,grain
323,interest,interest
324,grain,grain
325,grain,grain
326,interest,interest
327,grain,grain
328,interest,interest
329,interest,interest
330,grain,grain
331,grain,grain
332,grain,grain
333,grain,grain
334,interest,interest
335,grain,grain
336,interest,interest
337,grain,grain
338,grain,grain
339,grain,grain
340,interest,interest
341,interest,interest
342,grain,grain
343,grain,interest
344,grain,grain
345,grain,grain
346,grain,grain
347,grain,grain
348,grain,grain
349,grain,grain
350,grain,grain
351,interest,interest
352,interest,interest
353,interest,interest
354,interest,interest
355,interest,interest
356,interest,interest
357,interest,interest
358,interest,interest
359,grain,grain
360,interest,interest
361,grain,grain
362,interest,interest
363,interest,interest
364,grain,interest
365,grain,grain
366,interest,interest
367,interest,interest
368,grain,interest
369,interest,interest
370,grain,interest
371,interest,interest
372,grain,grain
373,grain,grain
374,grain,grain
375,grain,grain
376,interest,interest
377,grain,grain
378,grain,grain
379,interest,interest
380,interest,interest
381,interest,interest
382,grain,grain
383,grain,grain
384,grain,grain
385,grain,grain
386,interest,interest
387,grain,grain
388,grain,grain
389,grain,grain
390,grain,interest
391,grain,grain
392,interest,interest
393,interest,interest
394,grain,grain
395,interest,interest
396,grain,grain
397,interest,interest
398,interest,interest
399,interest,interest
400,grain,grain
401,grain,grain
402,interest,interest
403,interest,interest
404,grain,grain
405,grain,grain
406,grain,grain
407,interest,interest
408,interest,interest
409,grain,grain
410,grain,grain
411,grain,grain
412,interest,interest
413,grain,grain
414,interest,interest
415,grain,grain
416,grain,grain
417,interest,interest
418,interest,interest
419,grain,grain
420,grain,grain
421,interest,interest
422,grain,grain
423,grain,grain
424,grain,grain
425,interest,interest
426,interest,interest
427,grain,grain
428,grain,grain
429,grain,grain
430,interest,interest
431,grain,grain
432,interest,interest
433,grain,grain
434,grain,grain
435,interest,interest
436,grain,grain
437,grain,grain
438,grain,grain
439,interest,interest
440,grain,grain
441,grain,grain
442,interest,interest
443,grain,grain
444,grain,grain
445,interest,interest
446,grain,grain
447,grain,grain
448,interest,interest
449,grain,interest
450,grain,grain
451,grain,grain
452,interest,interest
453,grain,grain
454,grain,grain
455,grain,grain
456,grain,grain
457,grain,grain
458,grain,grain
459,interest,interest
460,interest,interest
461,interest,interest
462,grain,grain
463,grain,grain
464,grain,grain
465,interest,interest
466,interest,interest
467,interest,interest
468,grain,interest
469,grain,grain
470,interest,interest
471,grain,grain
472,interest,interest
473,interest,interest
474,grain,grain
475,grain,interest
476,grain,grain
477,interest,interest
478,grain,grain
479,interest,interest
480,interest,interest
481,grain,grain
482,grain,grain
483,grain,grain
484,grain,grain
485,grain,grain
486,interest,interest
487,grain,grain
488,grain,grain
489,interest,interest
490,interest,interest
491,interest,interest
492,grain,grain
493,grain,grain
494,interest,interest
495,grain,grain
496,interest,interest
497,interest,interest
498,grain,interest
499,grain,grain
500,grain,interest
501,interest,interest
502,grain,grain
503,grain,grain
504,grain,grain
505,grain,grain
506,grain,grain
507,grain,grain
508,grain,grain
509,interest,interest
510,grain,grain
511,grain,grain
512,grain,grain
513,grain,interest
514,interest,interest
515,interest,interest
516,interest,interest
517,interest,interest
518,grain,grain
519,grain,grain
520,interest,interest
521,interest,interest
522,grain,grain
523,grain,grain
524,grain,grain
525,interest,interest
526,interest,interest
527,interest,interest
528,grain,grain
529,interest,interest
530,grain,grain
531,interest,interest
532,interest,interest
533,grain,grain
534,interest,interest
535,grain,grain
536,grain,grain
537,grain,grain
538,grain,grain
539,interest,interest
540,interest,interest
541,grain,grain
542,interest,interest
543,interest,interest
544,grain,grain
545,grain,grain
546,interest,interest
547,grain,interest
548,grain,interest
549,interest,interest
550,grain,interest
551,interest,interest
552,interest,interest
553,interest,interest
554,grain,grain
555,interest,interest
556,interest,interest
557,interest,interest
558,grain,grain
559,grain,grain
560,interest,interest
561,interest,interest
562,interest,interest
563,grain,grain
564,interest,interest
565,interest,interest
566,grain,grain
567,interest,interest
568,interest,interest
569,interest,interest
570,interest,interest
571,grain,grain
572,grain,grain
573,grain,grain
574,grain,grain
575,grain,grain
576,grain,grain
577,interest,interest
578,grain,grain
579,grain,grain
580,grain,grain
581,interest,interest
582,interest,interest
583,interest,interest
584,interest,interest
585,grain,grain
586,interest,interest
587,grain,grain
588,grain,grain
589,grain,grain
590,interest,interest
591,grain,grain
592,grain,grain
593,interest,interest
594,grain,grain
595,grain,grain
596,grain,grain
597,grain,grain
598,interest,interest
