Sample index,Actual category,Classification result
250,interest,interest
251,grain,grain
252,grain,grain
253,interest,interest
254,interest,interest
255,interest,interest
256,grain,grain
257,grain,grain
258,interest,interest
259,grain,grain
260,grain,grain
261,interest,interest
262,grain,grain
263,grain,grain
264,grain,grain
265,interest,interest
266,grain,grain
267,interest,interest
268,interest,interest
269,interest,interest
270,grain,interest
271,interest,interest
272,interest,interest
273,grain,grain
274,grain,grain
275,interest,interest
276,grain,grain
277,grain,interest
278,interest,interest
279,interest,interest
280,interest,interest
281,grain,grain
282,grain,grain
283,interest,interest
284,grain,grain
285,interest,interest
286,interest,interest
287,grain,grain
288,interest,interest
289,interest,interest
290,grain,grain
291,interest,interest
292,grain,grain
293,interest,interest
294,interest,interest
295,interest,interest
296,interest,interest
297,grain,grain
298,interest,interest
299,grain,grain
300,interest,interest
301,grain,grain
302,grain,grain
303,grain,grain
304,grain,grain
305,interest,interest
306,interest,interest
307,grain,grain
308,grain,grain
309,grain,grain
310,interest,interest
311,grain,interest
312,interest,interest
313,interest,interest
314,interest,interest
315,grain,grain
316,interest,interest
317,grain,grain
318,grain,grain
319,grain,grain
320,grain,grain
321,interest,interest
322,grain,grain
323,grain,grain
324,interest,interest
325,interest,interest
326,interest,interest
327,grain,grain
328,grain,grain
329,grain,grain
330,interest,interest
331,interest,interest
332,interest,interest
333,grain,grain
334,interest,interest
335,interest,interest
336,interest,interest
337,interest,interest
338,interest,interest
339,grain,grain
340,grain,grain
341,grain,grain
342,grain,grain
343,interest,interest
344,grain,grain
345,grain,grain
346,interest,interest
347,grain,grain
348,grain,grain
349,interest,interest
350,grain,grain
351,grain,grain
352,grain,grain
353,grain,grain
354,interest,interest
355,interest,interest
356,grain,grain
357,interest,interest
358,interest,interest
359,grain,interest
360,grain,grain
361,grain,grain
362,grain,grain
363,interest,interest
364,interest,interest
365,grain,grain
366,grain,grain
367,grain,interest
368,grain,grain
369,interest,interest
370,grain,grain
371,interest,interest
372,grain,grain
373,grain,grain
374,grain,grain
375,grain,grain
376,interest,interest
377,grain,grain
378,interest,interest
379,grain,grain
380,interest,interest
381,interest,interest
382,interest,interest
383,interest,interest
384,interest,interest
385,grain,grain
386,grain,grain
387,interest,interest
388,grain,grain
389,grain,grain
390,grain,grain
391,grain,grain
392,interest,interest
393,interest,interest
394,interest,interest
395,interest,interest
396,grain,grain
397,interest,interest
398,grain,grain
399,grain,grain
400,grain,grain
401,interest,interest
402,grain,interest
403,interest,interest
404,grain,grain
405,grain,grain
406,grain,grain
407,grain,grain
408,interest,interest
409,grain,grain
410,interest,interest
411,grain,grain
412,interest,interest
413,interest,interest
414,grain,grain
415,grain,grain
416,grain,grain
417,grain,grain
418,interest,interest
419,grain,grain
420,grain,grain
421,grain,grain
422,grain,grain
423,grain,grain
424,grain,grain
425,interest,interest
426,interest,interest
427,grain,grain
428,grain,grain
429,grain,grain
430,interest,interest
431,interest,interest
432,grain,grain
433,interest,interest
434,grain,interest
435,grain,grain
436,interest,interest
437,interest,interest
438,grain,grain
439,grain,grain
440,grain,grain
441,grain,grain
442,grain,grain
443,interest,interest
444,grain,grain
445,interest,interest
446,interest,interest
447,interest,interest
448,grain,grain
449,grain,grain
450,grain,interest
451,grain,grain
452,interest,interest
453,interest,interest
454,grain,grain
455,interest,interest
456,grain,grain
457,grain,grain
458,interest,interest
459,grain,grain
460,grain,grain
461,interest,interest
462,grain,grain
463,grain,grain
464,grain,grain
465,interest,interest
466,interest,interest
467,interest,interest
468,interest,interest
469,grain,grain
470,grain,grain
471,grain,grain
472,grain,grain
473,grain,grain
474,interest,interest
475,grain,grain
476,interest,interest
477,interest,interest
478,grain,grain
479,grain,interest
480,grain,grain
481,grain,grain
482,interest,interest
483,grain,grain
484,grain,grain
485,interest,interest
486,grain,grain
487,grain,grain
488,interest,interest
489,grain,grain
490,grain,interest
491,interest,interest
492,grain,grain
493,grain,grain
494,grain,grain
495,grain,grain
496,interest,interest
497,grain,grain
498,interest,interest
499,grain,grain
500,interest,interest
501,grain,grain
502,grain,grain
503,grain,interest
504,grain,grain
505,grain,grain
506,grain,grain
507,interest,interest
508,grain,interest
509,interest,interest
510,grain,grain
511,grain,grain
512,grain,grain
513,interest,interest
514,grain,grain
515,grain,grain
516,grain,grain
517,interest,interest
518,interest,interest
519,interest,interest
520,interest,interest
521,grain,grain
522,grain,grain
523,interest,interest
524,grain,grain
525,grain,grain
526,interest,interest
527,interest,interest
528,interest,interest
529,grain,grain
530,interest,interest
531,interest,interest
532,grain,grain
533,grain,grain
534,interest,interest
535,grain,grain
536,interest,interest
537,interest,interest
538,grain,grain
539,interest,interest
540,grain,grain
541,grain,grain
542,interest,interest
543,interest,interest
544,grain,grain
545,grain,grain
546,grain,grain
547,interest,interest
548,grain,grain
549,grain,grain
550,grain,grain
551,grain,grain
552,interest,interest
553,interest,interest
554,interest,interest
555,interest,interest
556,interest,interest
557,grain,grain
558,grain,grain
559,grain,grain
560,interest,interest
561,grain,grain
562,grain,grain
563,grain,grain
564,grain,grain
565,grain,interest
566,grain,grain
567,interest,interest
568,grain,grain
569,interest,interest
570,grain,interest
571,grain,grain
572,interest,interest
573,interest,interest
574,grain,grain
575,interest,interest
576,grain,grain
577,interest,interest
578,grain,grain
579,grain,grain
580,grain,grain
581,interest,interest
582,interest,interest
583,interest,interest
584,grain,grain
585,interest,interest
586,grain,grain
587,interest,interest
588,grain,grain
589,grain,grain
590,interest,interest
591,interest,interest
592,interest,interest
593,interest,grain
594,grain,grain
595,interest,interest
596,grain,grain
597,interest,interest
598,grain,grain
599,grain,grain
600,interest,interest
601,interest,interest
602,interest,interest
603,grain,grain
604,grain,grain
605,grain,grain
606,grain,grain
607,grain,grain
608,interest,interest
609,grain,grain
610,grain,grain
611,interest,interest
612,grain,grain
613,interest,interest
614,grain,grain
615,interest,interest
616,grain,grain
617,grain,grain
618,grain,grain
619,grain,grain
620,interest,interest
621,interest,interest
622,grain,interest
623,grain,grain
624,grain,grain
625,grain,grain
626,grain,grain
627,grain,grain
628,grain,grain
629,grain,grain
630,grain,grain
631,interest,interest
632,grain,grain
633,interest,interest
634,interest,interest
635,grain,grain
636,grain,grain
637,interest,interest
638,grain,grain
639,grain,grain
640,grain,grain
641,grain,grain
642,grain,interest
643,grain,grain
644,grain,grain
645,grain,grain
646,grain,grain
647,grain,grain
648,grain,grain
649,grain,grain
650,interest,interest
651,interest,interest
652,interest,interest
653,grain,grain
654,interest,interest
655,grain,grain
656,grain,interest
657,interest,interest
658,interest,interest
659,grain,grain
660,interest,interest
661,interest,interest
662,interest,interest
663,grain,grain
664,grain,grain
665,grain,grain
666,interest,interest
667,grain,grain
668,grain,interest
669,interest,interest
670,interest,interest
671,grain,grain
672,interest,interest
673,grain,grain
674,interest,interest
675,grain,interest
676,interest,interest
677,grain,grain
678,grain,grain
679,grain,grain
680,interest,interest
681,interest,interest
682,interest,interest
683,grain,grain
684,interest,interest
685,interest,interest
686,interest,interest
687,interest,interest
688,interest,interest
689,interest,interest
690,grain,grain
691,grain,interest
692,interest,interest
693,grain,grain
694,grain,grain
695,grain,grain
696,grain,grain
697,grain,grain
698,interest,interest
699,grain,grain
700,grain,grain
701,interest,interest
702,grain,grain
703,interest,interest
704,interest,interest
705,grain,grain
706,grain,grain
707,grain,grain
708,interest,interest
709,grain,grain
710,grain,grain
711,interest,interest
712,interest,interest
713,grain,grain
714,interest,interest
715,grain,grain
716,grain,grain
717,grain,grain
718,grain,grain
719,interest,interest
720,interest,interest
721,grain,grain
722,grain,grain
723,grain,grain
724,grain,grain
725,grain,grain
726,grain,grain
727,interest,interest
728,grain,grain
729,interest,interest
730,grain,grain
731,grain,grain
732,grain,grain
733,grain,grain
734,grain,grain
735,interest,interest
736,interest,interest
737,grain,grain
738,grain,grain
739,interest,interest
740,interest,interest
741,grain,grain
742,grain,grain
743,grain,grain
744,interest,interest
745,interest,interest
746,interest,interest
747,grain,grain
748,grain,interest
749,interest,interest
750,grain,grain
751,grain,grain
752,interest,interest
753,interest,interest
754,grain,interest
755,interest,interest
756,grain,grain
757,interest,interest
758,interest,interest
759,grain,grain
760,grain,grain
761,grain,grain
762,grain,grain
763,grain,grain
764,grain,grain
765,grain,grain
766,grain,grain
767,grain,grain
768,grain,grain
769,interest,interest
770,grain,grain
771,interest,interest
772,interest,interest
773,interest,interest
774,grain,grain
775,interest,interest
776,grain,grain
777,grain,grain
778,interest,interest
779,grain,grain
780,interest,interest
781,interest,interest
782,grain,grain
783,grain,grain
784,grain,grain
785,grain,grain
786,grain,grain
787,grain,grain
788,interest,interest
789,grain,grain
790,grain,grain
791,grain,grain
792,interest,interest
793,interest,interest
794,grain,grain
795,grain,grain
796,grain,grain
797,grain,grain
798,grain,grain
799,grain,grain
800,grain,grain
801,interest,interest
802,interest,interest
803,grain,grain
804,grain,interest
805,interest,interest
806,grain,interest
807,grain,grain
808,grain,grain
809,grain,grain
810,interest,interest
811,grain,grain
812,interest,interest
813,interest,interest
814,grain,grain
815,grain,grain
816,grain,grain
817,grain,grain
818,grain,interest
819,interest,interest
820,grain,grain
821,interest,interest
822,interest,interest
823,grain,grain
824,interest,interest
825,grain,grain
826,grain,grain
827,grain,grain
828,interest,interest
829,grain,grain
830,grain,grain
831,interest,interest
832,interest,interest
833,grain,grain
834,grain,grain
835,interest,interest
836,interest,interest
837,interest,interest
838,grain,grain
839,grain,grain
840,interest,interest
841,interest,interest
842,interest,interest
843,interest,interest
844,grain,grain
845,interest,interest
846,grain,grain
847,grain,grain
848,interest,interest
849,grain,grain
850,interest,interest
851,grain,interest
852,interest,interest
853,grain,grain
854,interest,interest
855,grain,grain
856,interest,interest
857,interest,interest
858,interest,interest
859,grain,grain
860,grain,grain
861,grain,grain
862,interest,interest
863,interest,interest
864,grain,grain
865,grain,grain
866,grain,grain
867,grain,interest
868,interest,interest
869,grain,interest
870,grain,grain
871,grain,interest
872,grain,grain
873,grain,grain
874,grain,grain
875,interest,interest
876,grain,interest
877,interest,interest
878,interest,interest
879,grain,grain
880,grain,grain
881,grain,grain
882,interest,interest
883,interest,interest
884,grain,grain
885,grain,grain
886,interest,interest
887,interest,interest
888,interest,interest
889,grain,grain
890,interest,interest
891,grain,grain
892,interest,interest
893,interest,interest
894,interest,interest
895,grain,grain
896,interest,interest
897,grain,interest
898,interest,interest
899,grain,grain
