Sample index,Actual category,Classification result
331,grain,grain
332,grain,grain
333,grain,grain
334,interest,interest
335,grain,grain
336,grain,grain
337,grain,grain
338,interest,grain
339,grain,grain
340,interest,interest
341,interest,interest
342,grain,grain
343,interest,interest
344,grain,grain
345,grain,grain
346,grain,grain
347,interest,interest
348,interest,interest
349,interest,interest
350,interest,interest
351,grain,interest
352,interest,interest
353,grain,grain
354,interest,interest
355,grain,grain
356,interest,interest
357,grain,grain
358,interest,interest
359,grain,grain
360,grain,grain
361,grain,grain
362,interest,grain
363,interest,interest
364,interest,interest
365,grain,interest
366,interest,interest
367,grain,interest
368,grain,grain
369,grain,grain
370,interest,interest
371,interest,interest
372,grain,interest
373,interest,grain
374,interest,interest
375,grain,grain
376,interest,interest
377,grain,interest
378,grain,interest
379,interest,interest
380,grain,grain
381,grain,grain
382,interest,grain
383,grain,interest
384,grain,grain
385,grain,grain
386,interest,interest
387,interest,grain
388,grain,grain
389,grain,grain
390,grain,grain
391,interest,interest
392,interest,interest
393,grain,grain
394,interest,interest
395,interest,interest
396,grain,grain
397,interest,interest
398,interest,grain
399,grain,grain
400,grain,grain
