Sample index,Actual category,Classification result
151,Shakespeare,Shakespeare
152,Shakespeare,Shakespeare
153,Shakespeare,Shakespeare
154,Byron,Shakespeare
155,Shakespeare,Byron
156,Shakespeare,Byron
157,Byron,Shakespeare
158,Byron,Shakespeare
159,Shakespeare,Byron
160,Shakespeare,Shakespeare
161,Byron,Shakespeare
162,Shakespeare,Shakespeare
163,Shakespeare,Shakespeare
164,Byron,Byron
165,Shakespeare,Shakespeare
166,Byron,Shakespeare
167,Byron,Shakespeare
168,Byron,Shakespeare
169,Byron,Shakespeare
170,Byron,Shakespeare
171,Byron,Shakespeare
172,Byron,Byron
173,Byron,Byron
174,Byron,Byron
175,Shakespeare,Shakespeare
176,Shakespeare,Shakespeare
177,Byron,Shakespeare
178,Byron,Shakespeare
179,Shakespeare,Shakespeare
180,Byron,Shakespeare
181,Byron,Shakespeare
182,Byron,Byron
183,Shakespeare,Shakespeare
184,Byron,Shakespeare
185,Shakespeare,Shakespeare
186,Byron,Shakespeare
187,Byron,Shakespeare
188,Shakespeare,Shakespeare
189,Shakespeare,Shakespeare
190,Byron,Shakespeare
191,Byron,Shakespeare
192,Shakespeare,Shakespeare
193,Byron,Shakespeare
194,Byron,Byron
195,Byron,Shakespeare
196,Shakespeare,Shakespeare
197,Byron,Shakespeare
198,Shakespeare,Shakespeare
199,Shakespeare,Shakespeare
200,Shakespeare,Shakespeare
201,Shakespeare,Shakespeare
202,Shakespeare,Shakespeare
203,Shakespeare,Byron
204,Shakespeare,Shakespeare
205,Shakespeare,Byron
206,Shakespeare,Shakespeare
207,Byron,Shakespeare
208,Byron,Byron
209,Byron,Shakespeare
210,Byron,Shakespeare
211,Byron,Shakespeare
212,Byron,Byron
213,Shakespeare,Byron
214,Byron,Shakespeare
215,Shakespeare,Shakespeare
216,Byron,Shakespeare
217,Byron,Byron
218,Shakespeare,Shakespeare
219,Byron,Shakespeare
220,Byron,Shakespeare
221,Shakespeare,Byron
222,Byron,Shakespeare
223,Byron,Shakespeare
224,Byron,Byron
225,Byron,Shakespeare
226,Shakespeare,Shakespeare
227,Byron,Byron
228,Byron,Shakespeare
